left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6436777114868164, 0.31723058223724365, 0.046549730002880096]","[0.628653883934021, 0.30584588646888733, 0.03450920060276985]","[0.6107856631278992, 0.30495622754096985, 0.03063920885324478]","[0.5927410125732422, 0.317417711019516, 0.03388536721467972]","[0.6112397909164429, 0.3248465657234192, 0.02913029119372368]","[0.6305240988731384, 0.3242373466491699, 0.033232681453228]","[0.5241838097572327, 0.3263227045536041, 0.02964469976723194]","[0.5048772096633911, 0.3184499740600586, 0.024634389206767082]","[0.4872196316719055, 0.3241584897041321, 0.02647816762328148]","[0.4728197455406189, 0.3397669792175293, 0.03719067946076393]","[0.48704278469085693, 0.34324541687965393, 0.025488760322332382]","[0.5065309405326843, 0.33888208866119385, 0.023199472576379776]","[0.48704278469085693, 0.34324541687965393, 0.025488760322332382]","[0.5217246413230896, 0.5351521968841553, -0.025728395208716393]","[0.5572165250778198, 0.5109553933143616, -0.04303082078695297]","[0.5819845199584961, 0.5069202184677124, -0.04151264205574989]","[0.6164466738700867, 0.5192146897315979, -0.020547306165099144]","[0.582256019115448, 0.5101163983345032, -0.04453074187040329]","[0.5571751594543457, 0.5140618085861206, -0.0462767519056797]","[0.5500583052635193, 0.1419861614704132, 0.04746580496430397]","[0.5763441324234009, 0.6982115507125854, -0.052710793912410736]"
"[0.6451029777526855, 0.3180083632469177, 0.04694000631570816]","[0.63008713722229, 0.30675622820854187, 0.03488785773515701]","[0.6122663617134094, 0.30571770668029785, 0.030944745987653732]","[0.5942636728286743, 0.3176414370536804, 0.03412408381700516]","[0.6126606464385986, 0.32520636916160583, 0.029409941285848618]","[0.6319233179092407, 0.32480913400650024, 0.03359300270676613]","[0.525501012802124, 0.325905978679657, 0.029586780816316605]","[0.5062469840049744, 0.3182365298271179, 0.024517934769392014]","[0.4885755777359009, 0.3237783908843994, 0.026275504380464554]","[0.47407278418540955, 0.33902961015701294, 0.03690938651561737]","[0.48839864134788513, 0.34258151054382324, 0.025288593024015427]","[0.5079091787338257, 0.33828455209732056, 0.023079773411154747]","[0.48839864134788513, 0.34258151054382324, 0.025288593024015427]","[0.5233699083328247, 0.5350110530853271, -0.026180099695920944]","[0.5587119460105896, 0.510941743850708, -0.043163690716028214]","[0.5833333730697632, 0.5070726275444031, -0.04154990613460541]","[0.6175540685653687, 0.5198051929473877, -0.02064664103090763]","[0.5836702585220337, 0.5103145837783813, -0.04449738562107086]","[0.5587098598480225, 0.5140887498855591, -0.04635820910334587]","[0.5517584681510925, 0.1422257125377655, 0.04778394103050232]","[0.5776056051254272, 0.6985605955123901, -0.05277739465236664]"
"[0.6500122547149658, 0.319168359041214, 0.04785383120179176]","[0.6349133253097534, 0.3076028823852539, 0.03573751449584961]","[0.6170322895050049, 0.30656182765960693, 0.03176199644804001]","[0.5990630984306335, 0.318560391664505, 0.034832123667001724]","[0.6176214218139648, 0.32636815309524536, 0.03010677918791771]","[0.6368741393089294, 0.3260902762413025, 0.03435241058468819]","[0.5298060178756714, 0.3265254497528076, 0.03009876422584057]","[0.5105941295623779, 0.3186497688293457, 0.025020474568009377]","[0.49290168285369873, 0.3240615129470825, 0.026761749759316444]","[0.47817695140838623, 0.3393658995628357, 0.037405021488666534]","[0.492442786693573, 0.3430851697921753, 0.025664174929261208]","[0.5120115280151367, 0.33894121646881104, 0.023489834740757942]","[0.492442786693573, 0.3430851697921753, 0.025664174929261208]","[0.526846706867218, 0.5346925258636475, -0.027017151936888695]","[0.5625057220458984, 0.5107752680778503, -0.04408544674515724]","[0.587278425693512, 0.5071646571159363, -0.04238198697566986]","[0.6214403510093689, 0.5205100774765015, -0.021260181441903114]","[0.5876451134681702, 0.5107153058052063, -0.045557450503110886]","[0.5624423027038574, 0.5142487287521362, -0.04749174788594246]","[0.5565187335014343, 0.1422780156135559, 0.049360278993844986]","[0.580994188785553, 0.6973319053649902, -0.05404118448495865]"
"[0.6519603729248047, 0.322004497051239, 0.04842166230082512]","[0.6368713974952698, 0.3118143677711487, 0.036259736865758896]","[0.6192699670791626, 0.31050145626068115, 0.032109618186950684]","[0.6013299822807312, 0.31981387734413147, 0.0351170115172863]","[0.6194698214530945, 0.327728271484375, 0.030570605769753456]","[0.6386681199073792, 0.32795244455337524, 0.03493079915642738]","[0.531629741191864, 0.3269900679588318, 0.02973644994199276]","[0.5127381086349487, 0.32126086950302124, 0.02444511651992798]","[0.49521389603614807, 0.32637012004852295, 0.026056913658976555]","[0.4801047444343567, 0.3400310277938843, 0.036541420966386795]","[0.49459776282310486, 0.34318506717681885, 0.025019526481628418]","[0.5141212344169617, 0.3389469087123871, 0.023022485896945]","[0.49459776282310486, 0.34318506717681885, 0.025019526481628418]","[0.5274533629417419, 0.5344371795654297, -0.027295691892504692]","[0.5635941028594971, 0.5104405879974365, -0.044111452996730804]","[0.5886579751968384, 0.5070558786392212, -0.04220404475927353]","[0.6227931380271912, 0.5210878849029541, -0.02071341499686241]","[0.5889648199081421, 0.5108349323272705, -0.04519518464803696]","[0.5635417699813843, 0.5141433477401733, -0.04734387993812561]","[0.559899628162384, 0.144435316324234, 0.0498393252491951]","[0.5814264416694641, 0.698930025100708, -0.05435315892100334]"
"[0.6542500257492065, 0.3267853260040283, 0.049679871648550034]","[0.6388120651245117, 0.31875938177108765, 0.03748267516493797]","[0.6217360496520996, 0.3172934651374817, 0.03322026506066322]","[0.6040485501289368, 0.3226306140422821, 0.03622357174754143]","[0.6217283606529236, 0.3306143879890442, 0.0317135825753212]","[0.6407333016395569, 0.33139583468437195, 0.0361323207616806]","[0.5335412621498108, 0.32934707403182983, 0.03048192523419857]","[0.5151692032814026, 0.32730260491371155, 0.025069495663046837]","[0.4980446398258209, 0.33238545060157776, 0.026686126366257668]","[0.4821699857711792, 0.3439559042453766, 0.03707446530461311]","[0.4969674348831177, 0.3458656370639801, 0.02558366023004055]","[0.516395628452301, 0.34117671847343445, 0.023683488368988037]","[0.4969674348831177, 0.3458656370639801, 0.02558366023004055]","[0.5289891958236694, 0.5341237783432007, -0.028765272349119186]","[0.5655131340026855, 0.5090857744216919, -0.04553684964776039]","[0.5911388993263245, 0.5057482719421387, -0.04351218789815903]","[0.6249154806137085, 0.5210262537002563, -0.02168678492307663]","[0.5914894938468933, 0.5107021331787109, -0.04664549604058266]","[0.5655632615089417, 0.5139878392219543, -0.04894066974520683]","[0.5628247261047363, 0.14752772450447083, 0.053546808660030365]","[0.5834528207778931, 0.6991153955459595, -0.05698991194367409]"
"[0.6562839150428772, 0.3284144401550293, 0.04902369901537895]","[0.6406460404396057, 0.3217971920967102, 0.03681747242808342]","[0.6239209771156311, 0.32023289799690247, 0.032550644129514694]","[0.6065007448196411, 0.32319486141204834, 0.03572417423129082]","[0.6238241791725159, 0.3312174379825592, 0.03124408796429634]","[0.6426748037338257, 0.33225172758102417, 0.03564672917127609]","[0.5360859036445618, 0.3295254111289978, 0.030130254104733467]","[0.518058717250824, 0.3297761082649231, 0.024593019858002663]","[0.5013031959533691, 0.33483922481536865, 0.02628684602677822]","[0.4851284325122833, 0.34482383728027344, 0.03672848269343376]","[0.49988287687301636, 0.34600067138671875, 0.025342918932437897]","[0.5191597938537598, 0.3412167727947235, 0.023396417498588562]","[0.49988287687301636, 0.34600067138671875, 0.025342918932437897]","[0.5308635234832764, 0.5329960584640503, -0.028295911848545074]","[0.5672649145126343, 0.5087444186210632, -0.04498700797557831]","[0.5928904414176941, 0.5056255459785461, -0.04298999533057213]","[0.6264755725860596, 0.5208446383476257, -0.021384231746196747]","[0.5931674838066101, 0.509851336479187, -0.04614299163222313]","[0.5673705339431763, 0.512891948223114, -0.04841014742851257]","[0.5658156275749207, 0.14742404222488403, 0.052711889147758484]","[0.5847811102867126, 0.6981220245361328, -0.05634176358580589]"
"[0.6579320430755615, 0.32808494567871094, 0.04898490756750107]","[0.6424171924591064, 0.3208249807357788, 0.03681649640202522]","[0.6256520748138428, 0.3191174268722534, 0.032553400844335556]","[0.6081821918487549, 0.322730153799057, 0.03566301241517067]","[0.6255408525466919, 0.33092164993286133, 0.03121020831167698]","[0.644372284412384, 0.3320663273334503, 0.03561834245920181]","[0.5381308197975159, 0.3283421993255615, 0.029972018674016]","[0.5201309323310852, 0.3275534510612488, 0.02446727454662323]","[0.5033183097839355, 0.3323900103569031, 0.026117602363228798]","[0.48718953132629395, 0.342707097530365, 0.036492738872766495]","[0.5018877983093262, 0.3442915678024292, 0.02516007237136364]","[0.5211650133132935, 0.3398132920265198, 0.023245638236403465]","[0.5018877983093262, 0.3442915678024292, 0.02516007237136364]","[0.5325418710708618, 0.532139241695404, -0.028173115104436874]","[0.5689089298248291, 0.5081118941307068, -0.04488010331988335]","[0.594423234462738, 0.5052148699760437, -0.04285784438252449]","[0.6278704404830933, 0.5207428336143494, -0.021158266812562943]","[0.5946928858757019, 0.5096914768218994, -0.04604165628552437]","[0.5689811110496521, 0.5125128626823425, -0.04834527522325516]","[0.5681514143943787, 0.14677932858467102, 0.05226128548383713]","[0.5858981609344482, 0.6975772380828857, -0.05598742142319679]"
"[0.660541832447052, 0.32634490728378296, 0.049484074115753174]","[0.6454896330833435, 0.3163846433162689, 0.03718321770429611]","[0.62826007604599, 0.3147647976875305, 0.03278740867972374]","[0.6105186939239502, 0.3227900564670563, 0.03555199131369591]","[0.6285162568092346, 0.33124905824661255, 0.031228438019752502]","[0.6474741697311401, 0.33184289932250977, 0.03580830246210098]","[0.5415002703666687, 0.3279362618923187, 0.0291928481310606]","[0.5229368805885315, 0.3226201832294464, 0.0237161535769701]","[0.5056521892547607, 0.32723766565322876, 0.02515333518385887]","[0.4899829626083374, 0.3398887515068054, 0.03547525033354759]","[0.5044865608215332, 0.3431013524532318, 0.024114428088068962]","[0.5239516496658325, 0.3394578993320465, 0.022323405370116234]","[0.5044865608215332, 0.3431013524532318, 0.024114428088068962]","[0.5351129770278931, 0.5313456654548645, -0.027741583064198494]","[0.5719675421714783, 0.5086655616760254, -0.04439972713589668]","[0.597475528717041, 0.5059950947761536, -0.04209273308515549]","[0.6308843493461609, 0.5207326412200928, -0.01991075836122036]","[0.597651481628418, 0.5101194381713867, -0.04520195722579956]","[0.572044849395752, 0.5127339959144592, -0.047769732773303986]","[0.5707988142967224, 0.14447349309921265, 0.05026876553893089]","[0.5888006687164307, 0.6953990459442139, -0.05511264503002167]"
"[0.6621160507202148, 0.3262064754962921, 0.05025504529476166]","[0.6473187208175659, 0.3158171772956848, 0.03785242885351181]","[0.6299930810928345, 0.31399574875831604, 0.03331095352768898]","[0.6122161149978638, 0.32241156697273254, 0.035970743745565414]","[0.6301360130310059, 0.3309042453765869, 0.031750161200761795]","[0.6490943431854248, 0.33166128396987915, 0.036474380642175674]","[0.5429065823554993, 0.32703715562820435, 0.028959471732378006]","[0.5240814685821533, 0.32094457745552063, 0.023346539586782455]","[0.5066231489181519, 0.32552456855773926, 0.02459496445953846]","[0.49113208055496216, 0.3384147882461548, 0.03480911627411842]","[0.5058190226554871, 0.3419426381587982, 0.023583773523569107]","[0.5253655910491943, 0.3383338153362274, 0.021969811990857124]","[0.5058190226554871, 0.3419426381587982, 0.023583773523569107]","[0.5375446081161499, 0.5318864583969116, -0.02852114476263523]","[0.574353814125061, 0.5089401602745056, -0.04448023810982704]","[0.5993221998214722, 0.5063145160675049, -0.04198663309216499]","[0.6323150396347046, 0.5213732123374939, -0.019984951242804527]","[0.599610447883606, 0.5096614956855774, -0.04508548229932785]","[0.5743852853775024, 0.5122465491294861, -0.047856055200099945]","[0.5727783441543579, 0.14506161212921143, 0.05009758472442627]","[0.5903509855270386, 0.6958919763565063, -0.054721564054489136]"
"[0.6628230214118958, 0.32694411277770996, 0.05056241899728775]","[0.6480661630630493, 0.31582263112068176, 0.03821456432342529]","[0.6307225823402405, 0.31383949518203735, 0.03369836136698723]","[0.6128886342048645, 0.32309144735336304, 0.03625186160206795]","[0.6309203505516052, 0.3317083716392517, 0.03200037404894829]","[0.6498509645462036, 0.33246076107025146, 0.03671696037054062]","[0.5440402030944824, 0.3272120952606201, 0.02923540025949478]","[0.5252184867858887, 0.32005006074905396, 0.023742659017443657]","[0.507698655128479, 0.3245134651660919, 0.024965675547719002]","[0.4922419786453247, 0.33799952268600464, 0.03511587530374527]","[0.5068824887275696, 0.341808557510376, 0.023829562589526176]","[0.5264279842376709, 0.3384586274623871, 0.022217556834220886]","[0.5068824887275696, 0.341808557510376, 0.023829562589526176]","[0.5387880802154541, 0.5313776731491089, -0.02883322350680828]","[0.5754908919334412, 0.5086989402770996, -0.044757042080163956]","[0.6005403399467468, 0.5061565637588501, -0.04226261004805565]","[0.6334781050682068, 0.5211020708084106, -0.020292071625590324]","[0.6007859706878662, 0.5095430612564087, -0.045410994440317154]","[0.5755771398544312, 0.5120061635971069, -0.04818998649716377]","[0.57359778881073, 0.14482134580612183, 0.05102074518799782]","[0.5914956331253052, 0.6952784061431885, -0.055714938789606094]"
"[0.6640208959579468, 0.3271341621875763, 0.05088573694229126]","[0.6493481993675232, 0.3156017065048218, 0.03853323683142662]","[0.6318979263305664, 0.31352585554122925, 0.0339885912835598]","[0.6139909029006958, 0.3232839107513428, 0.036467086523771286]","[0.6320205926895142, 0.33195585012435913, 0.03222993016242981]","[0.6510133743286133, 0.3327353298664093, 0.03700084611773491]","[0.5450450778007507, 0.32700490951538086, 0.029282676056027412]","[0.5261074900627136, 0.3191952109336853, 0.023811573162674904]","[0.508482813835144, 0.32362353801727295, 0.02496838942170143]","[0.49313265085220337, 0.3373652696609497, 0.03505922853946686]","[0.5078643560409546, 0.34140709042549133, 0.02380049042403698]","[0.5274533033370972, 0.3381427526473999, 0.022221893072128296]","[0.5078643560409546, 0.34140709042549133, 0.02380049042403698]","[0.5401977896690369, 0.5321782827377319, -0.0290802251547575]","[0.5769438147544861, 0.5093153715133667, -0.04477420076727867]","[0.6019048690795898, 0.5067856311798096, -0.04225961118936539]","[0.6349747180938721, 0.5219153761863708, -0.02042195573449135]","[0.6021520495414734, 0.5096188187599182, -0.04544927552342415]","[0.5770518779754639, 0.5120603442192078, -0.04824190214276314]","[0.5745943188667297, 0.14475134015083313, 0.05114142969250679]","[0.5928804874420166, 0.6958431005477905, -0.05603742599487305]"
