left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.681076169013977, 0.31421226263046265, 0.05870385468006134]","[0.6648504734039307, 0.30834251642227173, 0.03804758936166763]","[0.6383610963821411, 0.30719617009162903, 0.029003897681832314]","[0.6124386191368103, 0.31465792655944824, 0.033022280782461166]","[0.6367560625076294, 0.31921714544296265, 0.030349725857377052]","[0.6634319424629211, 0.319149374961853, 0.039441369473934174]","[0.5196763277053833, 0.3140198588371277, 0.014431252144277096]","[0.49120035767555237, 0.30617380142211914, 0.0026336165610700846]","[0.4633130431175232, 0.3075254559516907, 0.0028108658734709024]","[0.44293761253356934, 0.3136266767978668, 0.017143089324235916]","[0.4656170904636383, 0.31876444816589355, 0.004741112235933542]","[0.49415069818496704, 0.31866180896759033, 0.004320299718528986]","[0.4656170904636383, 0.31876444816589355, 0.004741112235933542]","[0.5115264654159546, 0.42102915048599243, -0.024113187566399574]","[0.561237633228302, 0.41730210185050964, -0.04175882413983345]","[0.5893803238868713, 0.4168548583984375, -0.035715747624635696]","[0.6264370083808899, 0.41892462968826294, -0.0028264764696359634]","[0.590422511100769, 0.417720228433609, -0.035005416721105576]","[0.5599769353866577, 0.4181670546531677, -0.04154495149850845]","[0.569502592086792, 0.23063713312149048, 0.010340549983084202]","[0.5690584182739258, 0.49088937044143677, -0.015433104708790779]"
"[0.6785361766815186, 0.31455424427986145, 0.057823508977890015]","[0.6620137095451355, 0.3089487850666046, 0.03731336444616318]","[0.6361507177352905, 0.30782222747802734, 0.0284251905977726]","[0.6108765602111816, 0.3148542642593384, 0.03268754482269287]","[0.6346608400344849, 0.31921273469924927, 0.02995121292769909]","[0.6610358953475952, 0.3191456198692322, 0.038840923458337784]","[0.5188755989074707, 0.31480276584625244, 0.014736068435013294]","[0.4902990162372589, 0.3076966404914856, 0.002984976163133979]","[0.46281862258911133, 0.30939435958862305, 0.0033095874823629856]","[0.4423564374446869, 0.3153724670410156, 0.017650118097662926]","[0.46539735794067383, 0.31999850273132324, 0.005386697128415108]","[0.49379339814186096, 0.31956660747528076, 0.004840698093175888]","[0.46539735794067383, 0.31999850273132324, 0.005386697128415108]","[0.5112241506576538, 0.42171260714530945, -0.02407827600836754]","[0.5611829161643982, 0.4170878827571869, -0.04212844371795654]","[0.5893275141716003, 0.41649797558784485, -0.03611641749739647]","[0.6255702376365662, 0.4190821349620819, -0.002865757094696164]","[0.5901483297348022, 0.41808003187179565, -0.03516409918665886]","[0.5598437786102295, 0.41872966289520264, -0.04177958518266678]","[0.566828727722168, 0.23031514883041382, 0.010507904924452305]","[0.5706583857536316, 0.49383124709129333, -0.015439797192811966]"
"[0.6783958673477173, 0.3150159418582916, 0.061034128069877625]","[0.6617860794067383, 0.3097224533557892, 0.04054826870560646]","[0.6362594962120056, 0.308563232421875, 0.0314343236386776]","[0.6112568974494934, 0.31485921144485474, 0.03522248566150665]","[0.6346058249473572, 0.31908461451530457, 0.032728858292102814]","[0.6607392430305481, 0.3191862106323242, 0.04189804568886757]","[0.5187383890151978, 0.31493163108825684, 0.015714481472969055]","[0.49033984541893005, 0.3086618483066559, 0.0038144979625940323]","[0.46320298314094543, 0.3104258179664612, 0.003617513459175825]","[0.4425290524959564, 0.31615397334098816, 0.01743677817285061]","[0.46583235263824463, 0.3202853500843048, 0.005540303885936737]","[0.49418777227401733, 0.31959590315818787, 0.005419642198830843]","[0.46583235263824463, 0.3202853500843048, 0.005540303885936737]","[0.5115103125572205, 0.42198705673217773, -0.0267416313290596]","[0.5626528859138489, 0.41691142320632935, -0.04381151124835014]","[0.591018795967102, 0.4163353145122528, -0.03725263476371765]","[0.627436637878418, 0.41924145817756653, -0.0036197928711771965]","[0.5916972160339355, 0.4173564910888672, -0.03694278374314308]","[0.5611975789070129, 0.4180281162261963, -0.04416637122631073]","[0.5667064189910889, 0.230866476893425, 0.0152452876791358]","[0.5724427700042725, 0.49586084485054016, -0.020011669024825096]"
"[0.6799192428588867, 0.31501883268356323, 0.062444057315588]","[0.663345456123352, 0.30967533588409424, 0.04171689599752426]","[0.6379116773605347, 0.30859750509262085, 0.032208558171987534]","[0.6130554676055908, 0.3149842619895935, 0.0357242189347744]","[0.6365009546279907, 0.3192943334579468, 0.033550530672073364]","[0.6625825762748718, 0.31942009925842285, 0.043032657355070114]","[0.5208848714828491, 0.31527984142303467, 0.014815338887274265]","[0.49239620566368103, 0.3090400695800781, 0.0025740840937942266]","[0.46522319316864014, 0.31090402603149414, 0.002082501770928502]","[0.4441852271556854, 0.3167555332183838, 0.0157694760710001]","[0.4676474928855896, 0.32095032930374146, 0.004114048555493355]","[0.49620532989501953, 0.32012245059013367, 0.004255995154380798]","[0.4676474928855896, 0.32095032930374146, 0.004114048555493355]","[0.5131474733352661, 0.4227945804595947, -0.02722744457423687]","[0.5649980306625366, 0.4175977110862732, -0.044152211397886276]","[0.593609094619751, 0.41701340675354004, -0.037161316722631454]","[0.629342794418335, 0.41993823647499084, -0.0024949139915406704]","[0.5942076444625854, 0.418520987033844, -0.036767490208148956]","[0.5633625388145447, 0.419251948595047, -0.044477786868810654]","[0.5686801075935364, 0.23052731156349182, 0.015277095139026642]","[0.5747283101081848, 0.4971621334552765, -0.01968345232307911]"
"[0.6801840662956238, 0.31494972109794617, 0.06411798298358917]","[0.6636750102043152, 0.3098890483379364, 0.043262772262096405]","[0.6386487483978271, 0.3088500201702118, 0.033404506742954254]","[0.614349365234375, 0.31483760476112366, 0.036565858870744705]","[0.6373464465141296, 0.3190387785434723, 0.034745603799819946]","[0.6630482077598572, 0.3191568851470947, 0.04457541182637215]","[0.5227819085121155, 0.31512758135795593, 0.013894964940845966]","[0.4946092963218689, 0.30920660495758057, 0.0012961012544110417]","[0.46771422028541565, 0.3110792636871338, 0.00031177850905805826]","[0.4463568925857544, 0.31674668192863464, 0.013609128072857857]","[0.4700562059879303, 0.3207840323448181, 0.0024298029020428658]","[0.49843281507492065, 0.3199183940887451, 0.003037412418052554]","[0.4700562059879303, 0.3207840323448181, 0.0024298029020428658]","[0.5154443979263306, 0.42277228832244873, -0.02768898941576481]","[0.5679664015769958, 0.4176160991191864, -0.04420223832130432]","[0.5969833731651306, 0.4169369041919708, -0.03664412721991539]","[0.6322243213653564, 0.4194766581058502, -0.0010887790704146028]","[0.5974421501159668, 0.4184551537036896, -0.03640338405966759]","[0.5663884878158569, 0.41930609941482544, -0.04475132003426552]","[0.5705599188804626, 0.23009631037712097, 0.015629766508936882]","[0.5773447155952454, 0.4977250099182129, -0.0202067568898201]"
"[0.6806972622871399, 0.31527531147003174, 0.06577668339014053]","[0.6643795967102051, 0.3101901113986969, 0.044799208641052246]","[0.6395358443260193, 0.30913591384887695, 0.0346611812710762]","[0.6155025362968445, 0.3150181174278259, 0.037456952035427094]","[0.6382661461830139, 0.3191581070423126, 0.035923562943935394]","[0.6637637615203857, 0.3193550109863281, 0.04604342579841614]","[0.5236839056015015, 0.31526196002960205, 0.013417246751487255]","[0.4955791234970093, 0.3093545734882355, 0.0005873454501852393]","[0.46860796213150024, 0.31121307611465454, -0.0007388718076981604]","[0.44710537791252136, 0.31697866320610046, 0.012240706942975521]","[0.4711107015609741, 0.32095301151275635, 0.001345331664197147]","[0.4995386600494385, 0.3200089931488037, 0.002283258829265833]","[0.4711107015609741, 0.32095301151275635, 0.001345331664197147]","[0.5173304677009583, 0.4230824112892151, -0.0286936666816473]","[0.5703784823417664, 0.4178585112094879, -0.04444575682282448]","[0.5994318723678589, 0.41713985800743103, -0.03639530390501022]","[0.6340664029121399, 0.419568806886673, -0.00042123685125261545]","[0.5998366475105286, 0.41841569542884827, -0.03618001192808151]","[0.5688851475715637, 0.41931238770484924, -0.0451071560382843]","[0.5715254545211792, 0.2300518900156021, 0.016318680718541145]","[0.5799732804298401, 0.4983576536178589, -0.020912736654281616]"
"[0.6844537258148193, 0.31437692046165466, 0.06778741627931595]","[0.6683365702629089, 0.3089774549007416, 0.04633687809109688]","[0.6431431174278259, 0.3079211413860321, 0.03582121804356575]","[0.6189584136009216, 0.31425347924232483, 0.03828255832195282]","[0.6420750617980957, 0.3183819353580475, 0.03705183416604996]","[0.6676758527755737, 0.3185631036758423, 0.047561194747686386]","[0.5267699956893921, 0.31448376178741455, 0.012574686668813229]","[0.49824854731559753, 0.3080581724643707, -0.0006883023306727409]","[0.47080522775650024, 0.30991458892822266, -0.002300816820934415]","[0.44914510846138, 0.3159388601779938, 0.010646252892911434]","[0.4733065068721771, 0.32003381848335266, -0.00012811626947950572]","[0.5020485520362854, 0.3191743493080139, 0.0010710818460211158]","[0.4733065068721771, 0.32003381848335266, -0.00012811626947950572]","[0.519723653793335, 0.4230322539806366, -0.029630135744810104]","[0.5728148818016052, 0.41792231798171997, -0.04470796883106232]","[0.6013838052749634, 0.41731715202331543, -0.03613261133432388]","[0.6352559328079224, 0.4199516177177429, 0.0004010277916677296]","[0.6018965244293213, 0.41863203048706055, -0.0358361192047596]","[0.5712594389915466, 0.4194374978542328, -0.04524056240916252]","[0.5758829116821289, 0.2287735491991043, 0.015196722000837326]","[0.581472635269165, 0.4980343282222748, -0.01971314661204815]"
"[0.687279462814331, 0.3143988251686096, 0.07219252735376358]","[0.6718552112579346, 0.3087775707244873, 0.05083256587386131]","[0.6473315954208374, 0.3076150119304657, 0.03986343741416931]","[0.6236370801925659, 0.3139822781085968, 0.041243791580200195]","[0.6464012861251831, 0.318164587020874, 0.04055938124656677]","[0.6713162660598755, 0.31841593980789185, 0.05160829424858093]","[0.5333733558654785, 0.31379234790802, 0.012797841802239418]","[0.5053174495697021, 0.30700111389160156, -0.0006914687692187726]","[0.4781153202056885, 0.3087209165096283, -0.003082108683884144]","[0.45627450942993164, 0.3149239122867584, 0.00889936089515686]","[0.4804769456386566, 0.3190966248512268, -0.001250309171155095]","[0.508945882320404, 0.318310409784317, 0.0006845818134024739]","[0.4804769456386566, 0.3190966248512268, -0.001250309171155095]","[0.5272414088249207, 0.4211283326148987, -0.03326625004410744]","[0.5805271863937378, 0.41595861315727234, -0.04633817449212074]","[0.6087175607681274, 0.415421724319458, -0.036815814673900604]","[0.6413968205451965, 0.4183831512928009, 8.880036330083385e-05]","[0.6094453930854797, 0.41636693477630615, -0.037156444042921066]","[0.5794036984443665, 0.417080819606781, -0.04752081260085106]","[0.5819770693778992, 0.22852709889411926, 0.020383121445775032]","[0.5894944667816162, 0.496014803647995, -0.025020800530910492]"
"[0.6897493004798889, 0.31396642327308655, 0.07281673699617386]","[0.6742414236068726, 0.30811595916748047, 0.05128934606909752]","[0.6493551731109619, 0.3069603443145752, 0.04024151340126991]","[0.6255523562431335, 0.313651978969574, 0.04156066104769707]","[0.6487423777580261, 0.31791022419929504, 0.040844131261110306]","[0.6738458275794983, 0.3180968761444092, 0.05202016979455948]","[0.5343071818351746, 0.3134433925151825, 0.012839115224778652]","[0.5058894753456116, 0.30642712116241455, -0.000679702265188098]","[0.478352427482605, 0.30816853046417236, -0.0030983812175691128]","[0.45654603838920593, 0.3145633935928345, 0.008979632519185543]","[0.4807857275009155, 0.31881195306777954, -0.001356207299977541]","[0.5095539093017578, 0.31804144382476807, 0.0005937035894021392]","[0.4807857275009155, 0.31881195306777954, -0.001356207299977541]","[0.529876172542572, 0.4198748767375946, -0.03396008536219597]","[0.583305835723877, 0.4147607088088989, -0.04681039974093437]","[0.611311674118042, 0.414178729057312, -0.03721170127391815]","[0.6439756751060486, 0.4170174300670624, -0.0003495464043226093]","[0.61222243309021, 0.4151345193386078, -0.03740452975034714]","[0.5821441411972046, 0.4158756136894226, -0.04786628484725952]","[0.5822054743766785, 0.22890326380729675, 0.02065834403038025]","[0.5925196409225464, 0.4935988783836365, -0.024773769080638885]"
"[0.6895512342453003, 0.3128712773323059, 0.0731918066740036]","[0.6742990016937256, 0.3070884943008423, 0.05166076123714447]","[0.6497460007667542, 0.3058635890483856, 0.04052968695759773]","[0.6260802149772644, 0.3124420642852783, 0.041660603135824203]","[0.6491038799285889, 0.3166694641113281, 0.04115922749042511]","[0.673953115940094, 0.3168565332889557, 0.05244359374046326]","[0.5364241600036621, 0.31230977177619934, 0.012154631316661835]","[0.5082115530967712, 0.3054329752922058, -0.0014691901160404086]","[0.4811461269855499, 0.30723851919174194, -0.0041093965992331505]","[0.45968860387802124, 0.31355831027030945, 0.00771307572722435]","[0.4835619330406189, 0.31766176223754883, -0.0023260603193193674]","[0.5119399428367615, 0.3168913424015045, -0.00014763462240807712]","[0.4835619330406189, 0.31766176223754883, -0.0023260603193193674]","[0.5324739813804626, 0.41729652881622314, -0.0339178591966629]","[0.585322380065918, 0.4123065173625946, -0.046181369572877884]","[0.6131351590156555, 0.41175028681755066, -0.0364309661090374]","[0.6457222700119019, 0.4144875407218933, 0.00015761922986712307]","[0.6139445304870605, 0.4123343527317047, -0.03678082674741745]","[0.5842078328132629, 0.41305267810821533, -0.04735012724995613]","[0.5836750864982605, 0.22859100997447968, 0.020471278578042984]","[0.5938451290130615, 0.49040529131889343, -0.02505858987569809]"
"[0.6907898783683777, 0.31254735589027405, 0.07432878762483597]","[0.6755591630935669, 0.30659639835357666, 0.052895475178956985]","[0.6509945392608643, 0.30535781383514404, 0.041809141635894775]","[0.6271969676017761, 0.3121222257614136, 0.0427292175590992]","[0.650418758392334, 0.31637856364250183, 0.04210752248764038]","[0.6752303838729858, 0.31656092405319214, 0.053340353071689606]","[0.5371249318122864, 0.31171607971191406, 0.013282302767038345]","[0.5089907646179199, 0.3044760823249817, -0.00012327566219028085]","[0.48179978132247925, 0.3061259686946869, -0.0027441312558948994]","[0.46015360951423645, 0.3125162720680237, 0.00900969561189413]","[0.48400041460990906, 0.316764771938324, -0.001285405713133514]","[0.5124523043632507, 0.3161587715148926, 0.0008725775987841189]","[0.48400041460990906, 0.316764771938324, -0.001285405713133514]","[0.5330510139465332, 0.4148023724555969, -0.035123277455568314]","[0.585867702960968, 0.4097095727920532, -0.04757746309041977]","[0.6142306327819824, 0.4092968702316284, -0.037814147770404816]","[0.6467757225036621, 0.41251733899116516, -0.0010149545269086957]","[0.6148638129234314, 0.4103062152862549, -0.03787774592638016]","[0.5848933458328247, 0.4108611047267914, -0.04845127835869789]","[0.5850428342819214, 0.22778861224651337, 0.02378726936876774]","[0.5943472385406494, 0.48719197511672974, -0.028160175308585167]"
