left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.5023384094238281, 0.5020385384559631, 0.05878027528524399]","[0.5337871313095093, 0.49305978417396545, 0.05486776679754257]","[0.550062358379364, 0.49247291684150696, 0.05756702274084091]","[0.5670639276504517, 0.4943705201148987, 0.063323475420475]","[0.5903580188751221, 0.5025520920753479, 0.08476492017507553]","[0.5654048919677734, 0.5072733759880066, 0.06143277511000633]","[0.5482556819915771, 0.5076790452003479, 0.05446185916662216]","[0.5319235324859619, 0.5067958831787109, 0.052035193890333176]","[0.3773292899131775, 0.5018325448036194, 0.04258202761411667]","[0.3438868224620819, 0.4932447373867035, 0.03198802098631859]","[0.32742905616760254, 0.4929274916648865, 0.030908148735761642]","[0.30949723720550537, 0.49502861499786377, 0.0326540507376194]","[0.2821144461631775, 0.5033025145530701, 0.04851746931672096]","[0.3123629093170166, 0.5077411532402039, 0.03130026534199715]","[0.33063584566116333, 0.507864773273468, 0.027847526594996452]","[0.3471352756023407, 0.5066713690757751, 0.029567299410700798]","[0.3596837818622589, 0.6296267509460449, -0.044222354888916016]","[0.4270007014274597, 0.6216318011283875, -0.06955014914274216]","[0.4703349471092224, 0.6213109493255615, -0.06416668742895126]","[0.5237509608268738, 0.6279723644256592, -0.024770578369498253]","[0.47040820121765137, 0.6239405274391174, -0.06766214221715927]","[0.4265254735946655, 0.624302864074707, -0.07338080555200577]","[0.44189217686653137, 0.39725083112716675, 0.06721549481153488]","[0.4460735321044922, 0.7200620770454407, -0.07164023071527481]"
"[0.5040243864059448, 0.5021490454673767, 0.05869961902499199]","[0.5357672572135925, 0.49276503920555115, 0.054623402655124664]","[0.5523247718811035, 0.49203431606292725, 0.057335544377565384]","[0.569724440574646, 0.4938237965106964, 0.06316853314638138]","[0.5937057137489319, 0.5019946098327637, 0.08488267660140991]","[0.5685354471206665, 0.50704425573349, 0.061140164732933044]","[0.5512220859527588, 0.5075446367263794, 0.05415484309196472]","[0.5346181988716125, 0.5067967772483826, 0.05175462365150452]","[0.37613555788993835, 0.5024594068527222, 0.04284903034567833]","[0.3419923186302185, 0.49370086193084717, 0.03222072869539261]","[0.3251311779022217, 0.4933304190635681, 0.03127561882138252]","[0.30681392550468445, 0.49544763565063477, 0.033143430948257446]","[0.2790403366088867, 0.5039197206497192, 0.04943994805216789]","[0.3097361922264099, 0.5085611343383789, 0.03167759254574776]","[0.32829856872558594, 0.5086702108383179, 0.028101282194256783]","[0.3451664447784424, 0.5074535012245178, 0.02974829077720642]","[0.3620637059211731, 0.6296219229698181, -0.044530078768730164]","[0.4296874403953552, 0.6212694048881531, -0.07080385088920593]","[0.4734889566898346, 0.620815098285675, -0.06531687825918198]","[0.5271701812744141, 0.6275306344032288, -0.025055216625332832]","[0.4737928509712219, 0.6244122385978699, -0.06794299185276031]","[0.42927882075309753, 0.6248972415924072, -0.07373350858688354]","[0.4400344491004944, 0.39634448289871216, 0.06695271283388138]","[0.45121902227401733, 0.7189136147499084, -0.07025578618049622]"
"[0.5034255981445312, 0.5020920038223267, 0.059765588492155075]","[0.5352045297622681, 0.49253156781196594, 0.055875059217214584]","[0.5518184900283813, 0.49182945489883423, 0.05861762538552284]","[0.5692307949066162, 0.493692010641098, 0.06440466642379761]","[0.5930827856063843, 0.5020833611488342, 0.08597294241189957]","[0.5677468776702881, 0.5071860551834106, 0.062212929129600525]","[0.5503718852996826, 0.5076552629470825, 0.055223576724529266]","[0.5337982177734375, 0.5068525671958923, 0.05278176814317703]","[0.37546756863594055, 0.5020527243614197, 0.04378887265920639]","[0.3414853513240814, 0.49294328689575195, 0.03326961398124695]","[0.3245629668235779, 0.49250832200050354, 0.0322825089097023]","[0.3061538338661194, 0.4946211576461792, 0.03408432751893997]","[0.278312623500824, 0.5032449960708618, 0.050194524228572845]","[0.3091663718223572, 0.5080832839012146, 0.03245078772306442]","[0.3277875781059265, 0.5082026124000549, 0.028925547376275063]","[0.3446228504180908, 0.5069992542266846, 0.03059791959822178]","[0.36093413829803467, 0.6302450895309448, -0.0456850491464138]","[0.4286131262779236, 0.62172532081604, -0.07191301882266998]","[0.47250139713287354, 0.6213414669036865, -0.06637833267450333]","[0.5263869762420654, 0.6284167766571045, -0.026011234149336815]","[0.47277548909187317, 0.6252703070640564, -0.06914732605218887]","[0.4280383288860321, 0.6256730556488037, -0.07496717572212219]","[0.4403037130832672, 0.39644354581832886, 0.06954655051231384]","[0.44963470101356506, 0.7196277379989624, -0.07218914479017258]"
"[0.5031102895736694, 0.502362847328186, 0.05978895351290703]","[0.534517228603363, 0.4930935204029083, 0.055695563554763794]","[0.5509288311004639, 0.4923453629016876, 0.058229412883520126]","[0.5683169364929199, 0.49408572912216187, 0.06379304826259613]","[0.5926110148429871, 0.5022146701812744, 0.0849246233701706]","[0.5673578977584839, 0.5072735548019409, 0.061450496315956116]","[0.5500648617744446, 0.5077846646308899, 0.05466258525848389]","[0.5335277318954468, 0.5070595741271973, 0.0524623841047287]","[0.3753490746021271, 0.5029082894325256, 0.045330990105867386]","[0.3415414094924927, 0.49432793259620667, 0.03528321534395218]","[0.3248172998428345, 0.49397027492523193, 0.03450601175427437]","[0.30662786960601807, 0.49610114097595215, 0.03641818091273308]","[0.2788292169570923, 0.5046467781066895, 0.05260265991091728]","[0.30930355191230774, 0.5092571973800659, 0.03460097312927246]","[0.32776856422424316, 0.5093231201171875, 0.030912037938833237]","[0.3445284366607666, 0.5080651044845581, 0.032447125762701035]","[0.360715389251709, 0.6304091215133667, -0.04556354507803917]","[0.42818355560302734, 0.621675431728363, -0.07224465906620026]","[0.4723990559577942, 0.6211752891540527, -0.0672725960612297]","[0.5269237756729126, 0.6281346082687378, -0.02777753584086895]","[0.47267207503318787, 0.6249766945838928, -0.07058100402355194]","[0.4276743531227112, 0.6255090832710266, -0.07585424929857254]","[0.43923303484916687, 0.3966636657714844, 0.07258662581443787]","[0.44962382316589355, 0.7199481725692749, -0.07529345154762268]"
"[0.5032140612602234, 0.5029325485229492, 0.058037251234054565]","[0.5348192453384399, 0.4933564066886902, 0.053762346506118774]","[0.5514049530029297, 0.49253806471824646, 0.05626444146037102]","[0.5689085125923157, 0.49422433972358704, 0.061788108199834824]","[0.593102216720581, 0.5023549199104309, 0.08292972296476364]","[0.5676798224449158, 0.5077939033508301, 0.059582337737083435]","[0.5502736568450928, 0.5083658695220947, 0.05285424366593361]","[0.5336445569992065, 0.5076467990875244, 0.050670213997364044]","[0.3752538561820984, 0.5035555958747864, 0.0441008023917675]","[0.3413848280906677, 0.49459636211395264, 0.03411915525794029]","[0.3245469927787781, 0.49415454268455505, 0.03339354321360588]","[0.3062801659107208, 0.49624329805374146, 0.03541465103626251]","[0.27856919169425964, 0.5048004984855652, 0.0518043227493763]","[0.30886417627334595, 0.509722113609314, 0.03373580425977707]","[0.3273557126522064, 0.5098668932914734, 0.030002042651176453]","[0.3441867530345917, 0.5086592435836792, 0.03145947679877281]","[0.3586588203907013, 0.6303818821907043, -0.043728385120630264]","[0.4263479709625244, 0.6222782135009766, -0.07051406055688858]","[0.470508337020874, 0.6217970252037048, -0.06566382199525833]","[0.5252978205680847, 0.6282083988189697, -0.026536498218774796]","[0.47056010365486145, 0.6250544786453247, -0.06886866688728333]","[0.4256663918495178, 0.6255364418029785, -0.07398541271686554]","[0.4403306841850281, 0.3966951370239258, 0.06867535412311554]","[0.44599393010139465, 0.7185537815093994, -0.07196268439292908]"
"[0.5033285617828369, 0.5027121901512146, 0.056795429438352585]","[0.535033106803894, 0.493341326713562, 0.05223540589213371]","[0.5516023635864258, 0.49254918098449707, 0.05468349531292915]","[0.5690938234329224, 0.494213342666626, 0.06014479696750641]","[0.5934048295021057, 0.5021120309829712, 0.08124643564224243]","[0.567682683467865, 0.5074915885925293, 0.05816006287932396]","[0.5502105951309204, 0.508048415184021, 0.0515161007642746]","[0.5335874557495117, 0.5073339343070984, 0.049380313605070114]","[0.3756465017795563, 0.5034693479537964, 0.04350997135043144]","[0.3419559895992279, 0.4948378801345825, 0.03349750488996506]","[0.3251918852329254, 0.49447596073150635, 0.03285448998212814]","[0.30703964829444885, 0.4965769350528717, 0.0349944606423378]","[0.2795421779155731, 0.5049114227294922, 0.05158861353993416]","[0.3097352981567383, 0.5096561908721924, 0.03352048620581627]","[0.3281397223472595, 0.509779691696167, 0.02972077578306198]","[0.34486374258995056, 0.5085484981536865, 0.031070446595549583]","[0.360223650932312, 0.6301930546760559, -0.042985837906599045]","[0.42603886127471924, 0.6221100091934204, -0.06952318549156189]","[0.4692678451538086, 0.6216368079185486, -0.06496883928775787]","[0.5236458778381348, 0.6281589865684509, -0.02675427310168743]","[0.4695030748844147, 0.6249130368232727, -0.06781893223524094]","[0.42540979385375977, 0.6253740787506104, -0.07257720828056335]","[0.440080463886261, 0.39744728803634644, 0.06626417487859726]","[0.44612985849380493, 0.7179316282272339, -0.06910799443721771]"
"[0.502860426902771, 0.502812922000885, 0.05639604479074478]","[0.5343734622001648, 0.49362730979919434, 0.05168914422392845]","[0.550819993019104, 0.49286672472953796, 0.05396718531847]","[0.5682058930397034, 0.49452775716781616, 0.05925685167312622]","[0.5925247669219971, 0.5023590326309204, 0.079981230199337]","[0.566840410232544, 0.5077466368675232, 0.057254839688539505]","[0.549409031867981, 0.5082973837852478, 0.05076686292886734]","[0.53284752368927, 0.5075368881225586, 0.04878855124115944]","[0.3759770393371582, 0.5036096572875977, 0.044161006808280945]","[0.3426929712295532, 0.495183527469635, 0.034503474831581116]","[0.3261321783065796, 0.49484866857528687, 0.03395770117640495]","[0.30819517374038696, 0.49693596363067627, 0.036186520010232925]","[0.2809436321258545, 0.5051944851875305, 0.0527176633477211]","[0.3107341229915619, 0.5099009871482849, 0.03461888059973717]","[0.3289546072483063, 0.5100247859954834, 0.030727766454219818]","[0.34550946950912476, 0.5087904334068298, 0.031985364854335785]","[0.35988545417785645, 0.6305728554725647, -0.042488161474466324]","[0.42481473088264465, 0.6226446032524109, -0.06900844722986221]","[0.46782398223876953, 0.6221880912780762, -0.06494154781103134]","[0.5225846767425537, 0.6286057829856873, -0.027895024046301842]","[0.46802401542663574, 0.6251592040061951, -0.06797430664300919]","[0.42411941289901733, 0.6256137490272522, -0.07221803069114685]","[0.4403950273990631, 0.39795559644699097, 0.0674520954489708]","[0.4441700577735901, 0.7185989022254944, -0.07023449242115021]"
"[0.502972424030304, 0.5033131837844849, 0.05482332780957222]","[0.5342277884483337, 0.49410244822502136, 0.04998260736465454]","[0.5505615472793579, 0.49336978793144226, 0.052183847874403]","[0.5678044557571411, 0.49507296085357666, 0.05738122761249542]","[0.5918828248977661, 0.5029658079147339, 0.07787071168422699]","[0.5664173364639282, 0.5082491040229797, 0.05550387501716614]","[0.5491779446601868, 0.5087947845458984, 0.04916080832481384]","[0.5327927470207214, 0.5080490112304688, 0.04724224656820297]","[0.3777109682559967, 0.5039638876914978, 0.04314490780234337]","[0.34476226568222046, 0.49542224407196045, 0.03362628072500229]","[0.3283723294734955, 0.4950452744960785, 0.0331624373793602]","[0.31058168411254883, 0.49710991978645325, 0.035386715084314346]","[0.2835823595523834, 0.5053436160087585, 0.05184251442551613]","[0.31304529309272766, 0.5100461840629578, 0.03391813114285469]","[0.3310413658618927, 0.5102119445800781, 0.030058540403842926]","[0.3474424183368683, 0.5090354084968567, 0.031244970858097076]","[0.3599206507205963, 0.6300162076950073, -0.04053635150194168]","[0.42507269978523254, 0.6227240562438965, -0.0673624724149704]","[0.46812114119529724, 0.6223553419113159, -0.06339966505765915]","[0.5228120684623718, 0.6284234523773193, -0.026449332013726234]","[0.46829095482826233, 0.6251583099365234, -0.06671083718538284]","[0.42441925406455994, 0.6255221962928772, -0.0708785355091095]","[0.44208401441574097, 0.39827761054039, 0.0649273470044136]","[0.4432348310947418, 0.7172607183456421, -0.06828205287456512]"
"[0.5036791563034058, 0.5025859475135803, 0.055502526462078094]","[0.5352880358695984, 0.49290263652801514, 0.05071991682052612]","[0.5517995357513428, 0.4921414852142334, 0.0527714379131794]","[0.5691714882850647, 0.49393734335899353, 0.05788154900074005]","[0.5931651592254639, 0.5022128820419312, 0.07811054587364197]","[0.5674879550933838, 0.5075968503952026, 0.05579041689634323]","[0.5501490831375122, 0.5081208348274231, 0.04949818551540375]","[0.5336381196975708, 0.5073474645614624, 0.04770246893167496]","[0.3787391781806946, 0.5029550790786743, 0.04461352154612541]","[0.34582197666168213, 0.4937717914581299, 0.035420697182416916]","[0.32929763197898865, 0.49329957365989685, 0.03500477597117424]","[0.31146615743637085, 0.49536222219467163, 0.03728610277175903]","[0.28464004397392273, 0.5038652420043945, 0.0536959134042263]","[0.31387850642204285, 0.5087636709213257, 0.03559445962309837]","[0.3318289518356323, 0.5090171098709106, 0.03164226934313774]","[0.34824851155281067, 0.5079096555709839, 0.03275767341256142]","[0.35907477140426636, 0.6305975914001465, -0.04087414965033531]","[0.423770546913147, 0.6229262948036194, -0.0684124231338501]","[0.4666297137737274, 0.6226493120193481, -0.06483139842748642]","[0.5217670798301697, 0.6293171644210815, -0.027870476245880127]","[0.4667245149612427, 0.6259600520133972, -0.06802389770746231]","[0.4227955639362335, 0.6262370347976685, -0.07179590314626694]","[0.44425928592681885, 0.39774835109710693, 0.06676064431667328]","[0.440924733877182, 0.7185611128807068, -0.06994075328111649]"
"[0.5037246346473694, 0.502698540687561, 0.05642019212245941]","[0.5353347659111023, 0.4928380250930786, 0.052221573889255524]","[0.551976203918457, 0.4921303987503052, 0.054677847772836685]","[0.5693204998970032, 0.49407801032066345, 0.06013989448547363]","[0.5926260948181152, 0.5027413368225098, 0.08101008087396622]","[0.5675197839736938, 0.5080937147140503, 0.058009810745716095]","[0.5502922534942627, 0.5085933208465576, 0.051352955400943756]","[0.5337818264961243, 0.5077390074729919, 0.049180638045072556]","[0.3786298632621765, 0.5022132992744446, 0.042674463242292404]","[0.3453073501586914, 0.4924263060092926, 0.032856013625860214]","[0.32853832840919495, 0.4918443262577057, 0.032079704105854034]","[0.3104100227355957, 0.4938889145851135, 0.03404829651117325]","[0.28331005573272705, 0.5025534629821777, 0.050208915024995804]","[0.3129371702671051, 0.5077664852142334, 0.032462164759635925]","[0.3310982584953308, 0.5081132650375366, 0.028787538409233093]","[0.34774380922317505, 0.5070829391479492, 0.03024895302951336]","[0.35921335220336914, 0.62980055809021, -0.04215845465660095]","[0.4255664646625519, 0.6226821541786194, -0.06839007884263992]","[0.4684118628501892, 0.62250155210495, -0.06371591240167618]","[0.5224278569221497, 0.6288653016090393, -0.025606432929635048]","[0.46844545006752014, 0.6254255771636963, -0.06684108823537827]","[0.4245821535587311, 0.6256012916564941, -0.07183564454317093]","[0.4452097415924072, 0.39681607484817505, 0.06552094221115112]","[0.44158822298049927, 0.717971920967102, -0.06899257749319077]"
"[0.5023882389068604, 0.5030985474586487, 0.05703124403953552]","[0.533605694770813, 0.4941044747829437, 0.05241284519433975]","[0.5498951077461243, 0.4934122562408447, 0.054649095982313156]","[0.5671126842498779, 0.49516767263412476, 0.059912197291851044]","[0.5911416411399841, 0.5031372308731079, 0.08048676699399948]","[0.5657055974006653, 0.5081496238708496, 0.05791107937693596]","[0.5483935475349426, 0.5086151957511902, 0.051407475024461746]","[0.5320003032684326, 0.5078179836273193, 0.04944496229290962]","[0.37650901079177856, 0.5033616423606873, 0.04468687251210213]","[0.3435978889465332, 0.4948573112487793, 0.03509477153420448]","[0.3271979093551636, 0.49448859691619873, 0.03449214994907379]","[0.3093758225440979, 0.4965374767780304, 0.03661360219120979]","[0.28215283155441284, 0.504745602607727, 0.05289532244205475]","[0.3118166923522949, 0.5093701481819153, 0.035017143934965134]","[0.32991471886634827, 0.5095339417457581, 0.03119918517768383]","[0.3463250994682312, 0.5083445310592651, 0.03249525651335716]","[0.3581155836582184, 0.6307300329208374, -0.0420636422932148]","[0.4241870641708374, 0.622984766960144, -0.06902334094047546]","[0.4678751528263092, 0.6225813627243042, -0.06499747186899185]","[0.5230823159217834, 0.6289095878601074, -0.02735234797000885]","[0.46799713373184204, 0.6254685521125793, -0.06857029348611832]","[0.42367371916770935, 0.6258741617202759, -0.07284791022539139]","[0.44118791818618774, 0.39806437492370605, 0.06852421909570694]","[0.44307997822761536, 0.7195717096328735, -0.07232417166233063]"
"[0.504488468170166, 0.5032515525817871, 0.05656471848487854]","[0.5359735488891602, 0.49381911754608154, 0.05183106288313866]","[0.5524989366531372, 0.49301737546920776, 0.05408628657460213]","[0.5700095891952515, 0.4947245717048645, 0.05936727672815323]","[0.5943427085876465, 0.5028432011604309, 0.0800553485751152]","[0.5687389969825745, 0.5082546472549438, 0.05726932734251022]","[0.5513386726379395, 0.5087897777557373, 0.050791818648576736]","[0.5347629189491272, 0.5080504417419434, 0.04887084662914276]","[0.37737831473350525, 0.503939688205719, 0.04445579648017883]","[0.34401702880859375, 0.49523603916168213, 0.03487098217010498]","[0.32736384868621826, 0.49483180046081543, 0.034385379403829575]","[0.30930623412132263, 0.4969028830528259, 0.03656342998147011]","[0.28185123205184937, 0.5053112506866455, 0.05310520529747009]","[0.31170347332954407, 0.510090708732605, 0.034885771572589874]","[0.3299734890460968, 0.5102536082267761, 0.030978310853242874]","[0.34662577509880066, 0.5090739130973816, 0.03223010152578354]","[0.3588355481624603, 0.6305281519889832, -0.042023394256830215]","[0.42526134848594666, 0.6231106519699097, -0.06931717693805695]","[0.46905291080474854, 0.6227906942367554, -0.06528123468160629]","[0.5241121649742126, 0.6290557980537415, -0.027478482574224472]","[0.46917325258255005, 0.6258931159973145, -0.06875669956207275]","[0.42447343468666077, 0.6262392997741699, -0.07300304621458054]","[0.4427286386489868, 0.39779701828956604, 0.06793233007192612]","[0.443653404712677, 0.7187961339950562, -0.07086236029863358]"
"[0.504278302192688, 0.503409206867218, 0.05607685074210167]","[0.5359106659889221, 0.49407291412353516, 0.05125732347369194]","[0.5524302124977112, 0.493392676115036, 0.053435347974300385]","[0.5697756409645081, 0.49521753191947937, 0.058551955968141556]","[0.5937469005584717, 0.503368079662323, 0.07890614122152328]","[0.5679401159286499, 0.5086178779602051, 0.056457795202732086]","[0.5505562424659729, 0.5090690851211548, 0.05009080842137337]","[0.5340943336486816, 0.5082510113716125, 0.048238929361104965]","[0.3778441250324249, 0.5034040212631226, 0.044807784259319305]","[0.3449382483959198, 0.49437636137008667, 0.03546583652496338]","[0.32835638523101807, 0.49385762214660645, 0.03502257168292999]","[0.3103906810283661, 0.4958389699459076, 0.03721446916460991]","[0.283246785402298, 0.5041104555130005, 0.05367809906601906]","[0.31284695863723755, 0.509107768535614, 0.035504765808582306]","[0.3309309482574463, 0.5093663334846497, 0.031571801751852036]","[0.3473917841911316, 0.5082836747169495, 0.032750047743320465]","[0.35942140221595764, 0.6306931972503662, -0.041967157274484634]","[0.42412444949150085, 0.6233832836151123, -0.06863187998533249]","[0.4671328067779541, 0.6231274604797363, -0.06486701965332031]","[0.5217599868774414, 0.6295356750488281, -0.02829255349934101]","[0.46725213527679443, 0.626198947429657, -0.06798999011516571]","[0.4234374463558197, 0.6264120936393738, -0.07196415215730667]","[0.4447042942047119, 0.39828652143478394, 0.06776981055736542]","[0.44116029143333435, 0.7191736698150635, -0.07058504968881607]"
"[0.5041655898094177, 0.503451943397522, 0.05539426952600479]","[0.5357086658477783, 0.4938327670097351, 0.050652291625738144]","[0.5523293018341064, 0.4930723011493683, 0.052909620106220245]","[0.5697942972183228, 0.49489647150039673, 0.058202195912599564]","[0.593582808971405, 0.5032216310501099, 0.07890596240758896]","[0.5680414438247681, 0.5085280537605286, 0.05627567321062088]","[0.5506971478462219, 0.5090073347091675, 0.04977237433195114]","[0.5341811776161194, 0.5082186460494995, 0.047812771052122116]","[0.37796881794929504, 0.5036408305168152, 0.0432368665933609]","[0.34467029571533203, 0.49456846714019775, 0.03355037420988083]","[0.3279610872268677, 0.494128942489624, 0.03298923000693321]","[0.30994361639022827, 0.4962039887905121, 0.03515122830867767]","[0.28294697403907776, 0.5046457052230835, 0.05169619247317314]","[0.3126711845397949, 0.5094677805900574, 0.03369602560997009]","[0.3307971954345703, 0.5096806287765503, 0.02982071228325367]","[0.34735044836997986, 0.5085552930831909, 0.03105492889881134]","[0.3597891330718994, 0.6306706666946411, -0.04119732975959778]","[0.4249144494533539, 0.6236341595649719, -0.0678112730383873]","[0.46755459904670715, 0.6233881711959839, -0.06372350454330444]","[0.5215164422988892, 0.629546582698822, -0.02647830732166767]","[0.46772080659866333, 0.62638258934021, -0.06666164100170135]","[0.4241442084312439, 0.6266292929649353, -0.0709923803806305]","[0.443453311920166, 0.39869219064712524, 0.06415753811597824]","[0.44264644384384155, 0.7194910645484924, -0.0672338604927063]"
"[0.5048506855964661, 0.5035169124603271, 0.05594572424888611]","[0.5364428758621216, 0.4942339062690735, 0.05112414062023163]","[0.5529757738113403, 0.49354925751686096, 0.053410910069942474]","[0.5703347325325012, 0.495333194732666, 0.05873442441225052]","[0.5942011475563049, 0.5034358501434326, 0.0795459970831871]","[0.5687032341957092, 0.5086430311203003, 0.056842491030693054]","[0.5513604879379272, 0.5091202259063721, 0.0503300316631794]","[0.5348460078239441, 0.5083144307136536, 0.04837285727262497]","[0.37807101011276245, 0.50384920835495, 0.04361579939723015]","[0.3446044325828552, 0.4951510429382324, 0.03377404436469078]","[0.3279009163379669, 0.49477580189704895, 0.03321713209152222]","[0.30988413095474243, 0.4968510568141937, 0.035391077399253845]","[0.282634973526001, 0.5051277875900269, 0.05201183632016182]","[0.3125312328338623, 0.5098315477371216, 0.03398660197854042]","[0.33076411485671997, 0.5100061297416687, 0.030102461576461792]","[0.347387433052063, 0.5088427662849426, 0.031362347304821014]","[0.3594297170639038, 0.6307854056358337, -0.041702426970005035]","[0.425287663936615, 0.6235129237174988, -0.06830587238073349]","[0.4683453142642975, 0.623275637626648, -0.06415311992168427]","[0.5227768421173096, 0.6296542286872864, -0.026793161407113075]","[0.46851885318756104, 0.6261481046676636, -0.06709647923707962]","[0.42449793219566345, 0.6263923645019531, -0.07148869335651398]","[0.44399532675743103, 0.3986794352531433, 0.06549851596355438]","[0.4428534507751465, 0.7190489172935486, -0.06849703192710876]"
"[0.5051892995834351, 0.5030894875526428, 0.05500723049044609]","[0.5368325710296631, 0.49384909868240356, 0.04994088411331177]","[0.5533868074417114, 0.49315181374549866, 0.0521608367562294]","[0.5707898736000061, 0.4949100911617279, 0.05742129683494568]","[0.5947264432907104, 0.5029228925704956, 0.0782225951552391]","[0.5690150856971741, 0.5081164240837097, 0.055689603090286255]","[0.5516074299812317, 0.5085906386375427, 0.04924668371677399]","[0.5350768566131592, 0.5077863335609436, 0.04733547568321228]","[0.37823885679244995, 0.5036250352859497, 0.04328884556889534]","[0.3447933495044708, 0.49499568343162537, 0.0334772989153862]","[0.32808780670166016, 0.494645357131958, 0.03297005966305733]","[0.3101005554199219, 0.49674317240715027, 0.03523784875869751]","[0.28305113315582275, 0.5050333738327026, 0.052013836801052094]","[0.3128492534160614, 0.5096760392189026, 0.033978380262851715]","[0.33103957772254944, 0.5098162889480591, 0.03002520278096199]","[0.3476271331310272, 0.5086320042610168, 0.031207717955112457]","[0.35970908403396606, 0.6307554244995117, -0.040387704968452454]","[0.4252038598060608, 0.623651921749115, -0.06740507483482361]","[0.46829861402511597, 0.6232980489730835, -0.06357046216726303]","[0.5232188701629639, 0.6291793584823608, -0.026435263454914093]","[0.4684791564941406, 0.6260015368461609, -0.06663748621940613]","[0.4243893325328827, 0.6263549327850342, -0.07070596516132355]","[0.4443158507347107, 0.3987531065940857, 0.06360286474227905]","[0.4425007104873657, 0.7192124128341675, -0.06675873696804047]"
"[0.5056899785995483, 0.5028703808784485, 0.05616672709584236]","[0.5371818542480469, 0.4934720993041992, 0.05143214389681816]","[0.5536900758743286, 0.49274393916130066, 0.053733088076114655]","[0.5710455179214478, 0.49452826380729675, 0.05903837829828262]","[0.5948653817176819, 0.502692699432373, 0.07980767637491226]","[0.5693109631538391, 0.5078794956207275, 0.05710012465715408]","[0.5519851446151733, 0.5083754658699036, 0.05058397725224495]","[0.535535991191864, 0.5075921416282654, 0.04859520122408867]","[0.3790760636329651, 0.5033747553825378, 0.04364607855677605]","[0.34556499123573303, 0.4946357011795044, 0.03381604328751564]","[0.32888591289520264, 0.49429062008857727, 0.03318940848112106]","[0.3109065592288971, 0.4964412450790405, 0.035349152982234955]","[0.28387683629989624, 0.5048812627792358, 0.051870763301849365]","[0.3137049376964569, 0.5094695091247559, 0.033924829214811325]","[0.33189189434051514, 0.5095992684364319, 0.030090155079960823]","[0.3484818935394287, 0.508401095867157, 0.03137855976819992]","[0.3606626093387604, 0.6306130886077881, -0.04191599786281586]","[0.4262862503528595, 0.6233057379722595, -0.0682837963104248]","[0.4691959619522095, 0.6229497790336609, -0.06405987590551376]","[0.5238034725189209, 0.6291075944900513, -0.02687295898795128]","[0.46949830651283264, 0.6256868243217468, -0.06745652854442596]","[0.42553091049194336, 0.6260393857955933, -0.07187840342521667]","[0.444383829832077, 0.39855360984802246, 0.06577508896589279]","[0.44417259097099304, 0.7191771268844604, -0.06878422200679779]"
"[0.5055401921272278, 0.5028330683708191, 0.05618397891521454]","[0.5370960235595703, 0.49334409832954407, 0.051394928246736526]","[0.5536147356033325, 0.492596834897995, 0.053634241223335266]","[0.5709914565086365, 0.49437397718429565, 0.05888422951102257]","[0.5947775840759277, 0.5025678873062134, 0.07954861968755722]","[0.5692060589790344, 0.5078150629997253, 0.05691797286272049]","[0.5518489480018616, 0.5083321332931519, 0.05045103281736374]","[0.5353678464889526, 0.507548451423645, 0.048512477427721024]","[0.3789190351963043, 0.503444254398346, 0.044077418744564056]","[0.34533825516700745, 0.49468162655830383, 0.034355197101831436]","[0.3286743760108948, 0.49435946345329285, 0.033762168139219284]","[0.3107328414916992, 0.496535062789917, 0.03596152365207672]","[0.2838301956653595, 0.5050267577171326, 0.05251461640000343]","[0.3135903775691986, 0.5095995664596558, 0.03451622277498245]","[0.3317532539367676, 0.5097185373306274, 0.03063730150461197]","[0.34832707047462463, 0.5085044503211975, 0.03188006207346916]","[0.3598802387714386, 0.6305394172668457, -0.04184669628739357]","[0.4256408214569092, 0.6231774091720581, -0.06828967481851578]","[0.46862101554870605, 0.6228147745132446, -0.06420635432004929]","[0.5235760807991028, 0.6290004253387451, -0.027299225330352783]","[0.4688674211502075, 0.625410795211792, -0.0677018091082573]","[0.42485031485557556, 0.6257796287536621, -0.07195926457643509]","[0.44420650601387024, 0.39865970611572266, 0.06632135808467865]","[0.44356489181518555, 0.7192128896713257, -0.06955026090145111]"
