left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.684425950050354, 0.326002299785614, 0.08134777843952179]","[0.6686916351318359, 0.31948164105415344, 0.06246212497353554]","[0.6461353898048401, 0.31768548488616943, 0.05250655859708786]","[0.6230884194374084, 0.322292685508728, 0.05203068256378174]","[0.6457161903381348, 0.3278493583202362, 0.05026981979608536]","[0.6695657968521118, 0.3289542496204376, 0.060505714267492294]","[0.5347724556922913, 0.31964510679244995, 0.025402914732694626]","[0.509422242641449, 0.31329458951950073, 0.014614169485867023]","[0.48409491777420044, 0.3143557608127594, 0.012228691950440407]","[0.46127915382385254, 0.32033538818359375, 0.022451072931289673]","[0.4832301139831543, 0.32429587841033936, 0.01124670822173357]","[0.5106258988380432, 0.3240726590156555, 0.013198059983551502]","[0.4832301139831543, 0.32429587841033936, 0.01124670822173357]","[0.528637707233429, 0.41360142827033997, -0.04847395792603493]","[0.579132080078125, 0.4060536026954651, -0.05905739590525627]","[0.6069824695587158, 0.4063481390476227, -0.05001398175954819]","[0.6381332874298096, 0.41423070430755615, -0.016762932762503624]","[0.6073571443557739, 0.4091635048389435, -0.05117550492286682]","[0.577657163143158, 0.4088323414325714, -0.061096422374248505]","[0.5828657746315002, 0.24140331149101257, 0.059453148394823074]","[0.5856062173843384, 0.4882596433162689, -0.059674493968486786]"
"[0.684430718421936, 0.32629796862602234, 0.08160950988531113]","[0.6686735153198242, 0.31986358761787415, 0.06267352402210236]","[0.6461254358291626, 0.3180824816226959, 0.052673857659101486]","[0.623141884803772, 0.3225298523902893, 0.052188560366630554]","[0.6457392573356628, 0.32811054587364197, 0.050445880740880966]","[0.6695690751075745, 0.32923558354377747, 0.060720983892679214]","[0.5345740914344788, 0.3198006749153137, 0.025406990200281143]","[0.5092583298683167, 0.31357675790786743, 0.014558791182935238]","[0.48391562700271606, 0.3146079182624817, 0.012146085500717163]","[0.4610137343406677, 0.3204925060272217, 0.02235194854438305]","[0.48299476504325867, 0.32445597648620605, 0.011161471717059612]","[0.5104197859764099, 0.324230819940567, 0.013161206617951393]","[0.48299476504325867, 0.32445597648620605, 0.011161471717059612]","[0.5282437205314636, 0.4142480194568634, -0.048605289310216904]","[0.5787621736526489, 0.40665844082832336, -0.05920818820595741]","[0.606652021408081, 0.4069490134716034, -0.05013437569141388]","[0.6376446485519409, 0.41483741998672485, -0.01677858456969261]","[0.6070469617843628, 0.40997129678726196, -0.05125843733549118]","[0.5772698521614075, 0.4096500873565674, -0.06120869889855385]","[0.5831547379493713, 0.2416728436946869, 0.05964269861578941]","[0.5849156975746155, 0.4889836609363556, -0.059517767280340195]"
"[0.6849016547203064, 0.32647234201431274, 0.0820121094584465]","[0.6692649722099304, 0.31981155276298523, 0.0630078986287117]","[0.6466163396835327, 0.3180221915245056, 0.05293751880526543]","[0.6235065460205078, 0.3228166699409485, 0.0522916354238987]","[0.646267294883728, 0.32843342423439026, 0.050653524696826935]","[0.6701183319091797, 0.32952195405960083, 0.06103171408176422]","[0.5353847146034241, 0.32004955410957336, 0.025003621354699135]","[0.5100717544555664, 0.31341493129730225, 0.014131827279925346]","[0.4846380949020386, 0.31442224979400635, 0.011573073454201221]","[0.4617574214935303, 0.32052257657051086, 0.021670615300536156]","[0.4836665987968445, 0.3246311843395233, 0.01057275291532278]","[0.511094331741333, 0.32448244094848633, 0.012699296697974205]","[0.4836665987968445, 0.3246311843395233, 0.01057275291532278]","[0.5291404724121094, 0.4145122766494751, -0.04841325059533119]","[0.5798222422599792, 0.40692269802093506, -0.059065621346235275]","[0.6078532338142395, 0.40720322728157043, -0.049848128110170364]","[0.6390973329544067, 0.41507163643836975, -0.01614457182586193]","[0.6082810163497925, 0.4102354645729065, -0.05100457742810249]","[0.5784400105476379, 0.40991517901420593, -0.06110192462801933]","[0.583681046962738, 0.24157865345478058, 0.05908387526869774]","[0.5859819054603577, 0.48912206292152405, -0.05946093425154686]"
"[0.6851850748062134, 0.326410710811615, 0.08184974640607834]","[0.6695159673690796, 0.31978780031204224, 0.06282375007867813]","[0.6468061804771423, 0.31803587079048157, 0.0527697317302227]","[0.6236841082572937, 0.32284730672836304, 0.05217333883047104]","[0.6464757919311523, 0.32845014333724976, 0.05049214884638786]","[0.6703827381134033, 0.3295033872127533, 0.06084802746772766]","[0.5353490114212036, 0.3201696276664734, 0.025062186643481255]","[0.5098989009857178, 0.31358110904693604, 0.014188434928655624]","[0.48438289761543274, 0.3146277070045471, 0.011684947647154331]","[0.4615228772163391, 0.3207295835018158, 0.02185930870473385]","[0.4834734797477722, 0.3248346447944641, 0.010699850507080555]","[0.510982871055603, 0.3246486485004425, 0.01278629619628191]","[0.4834734797477722, 0.3248346447944641, 0.010699850507080555]","[0.5287975668907166, 0.41477662324905396, -0.04808731749653816]","[0.5797802209854126, 0.4071880578994751, -0.0590638667345047]","[0.6081098914146423, 0.4074249565601349, -0.049898047000169754]","[0.6396123170852661, 0.4151717722415924, -0.015983400866389275]","[0.6085419058799744, 0.4105747640132904, -0.05101800709962845]","[0.5783944129943848, 0.4103017747402191, -0.06106802076101303]","[0.583614706993103, 0.24174907803535461, 0.05895587429404259]","[0.5861256718635559, 0.48924076557159424, -0.059267327189445496]"
"[0.6865829229354858, 0.32736441493034363, 0.08205941319465637]","[0.6708098649978638, 0.3210885524749756, 0.0632021352648735]","[0.6485021710395813, 0.31919023394584656, 0.05319330841302872]","[0.6259243488311768, 0.32308366894721985, 0.052663568407297134]","[0.6480087637901306, 0.3286055326461792, 0.05094475299119949]","[0.6714944839477539, 0.32993704080581665, 0.061320364475250244]","[0.5366916656494141, 0.3195911645889282, 0.02543722093105316]","[0.5120490193367004, 0.31352880597114563, 0.014494823291897774]","[0.486725389957428, 0.3143126964569092, 0.011878021992743015]","[0.463498592376709, 0.3198406398296356, 0.02186656929552555]","[0.48570841550827026, 0.32375210523605347, 0.010947932489216328]","[0.512884259223938, 0.3236546814441681, 0.013092871755361557]","[0.48570841550827026, 0.32375210523605347, 0.010947932489216328]","[0.5311923027038574, 0.4146682024002075, -0.04874208942055702]","[0.5813925862312317, 0.4073263108730316, -0.059226442128419876]","[0.6090609431266785, 0.4077427387237549, -0.05002756416797638]","[0.6399908065795898, 0.41570132970809937, -0.01665809191763401]","[0.6095909476280212, 0.41063565015792847, -0.05139164999127388]","[0.5800219178199768, 0.4101770222187042, -0.0614783801138401]","[0.5865418314933777, 0.2421841025352478, 0.05957534536719322]","[0.5867147445678711, 0.48949727416038513, -0.05918968841433525]"
"[0.6857810020446777, 0.32858505845069885, 0.08377943187952042]","[0.6699620485305786, 0.3226965367794037, 0.06491719186306]","[0.64835524559021, 0.3207261562347412, 0.054657742381095886]","[0.6261765956878662, 0.32381269335746765, 0.05381835252046585]","[0.6479383111000061, 0.3293497860431671, 0.05236979201436043]","[0.6710596680641174, 0.33075955510139465, 0.06293316185474396]","[0.5381741523742676, 0.3201541304588318, 0.025398673489689827]","[0.513774037361145, 0.3148654103279114, 0.01422650646418333]","[0.489010751247406, 0.31571224331855774, 0.011315855197608471]","[0.46552345156669617, 0.3207314908504486, 0.020922765135765076]","[0.48777586221694946, 0.3242720067501068, 0.010378047823905945]","[0.5146432518959045, 0.32416602969169617, 0.012881945818662643]","[0.48777586221694946, 0.3242720067501068, 0.010378047823905945]","[0.531913161277771, 0.41446754336357117, -0.0501452200114727]","[0.582419753074646, 0.40696242451667786, -0.05981731414794922]","[0.610168993473053, 0.40746888518333435, -0.0502445213496685]","[0.6407054662704468, 0.4158843159675598, -0.01673704758286476]","[0.6107850670814514, 0.41056716442108154, -0.05186716094613075]","[0.5811454057693481, 0.4100169539451599, -0.06232520565390587]","[0.5872944593429565, 0.24285560846328735, 0.0626164898276329]","[0.587995171546936, 0.48937731981277466, -0.06201509013772011]"
"[0.6866312026977539, 0.32761842012405396, 0.08321592211723328]","[0.6710741519927979, 0.3215213716030121, 0.0643414631485939]","[0.6492912173271179, 0.31952038407325745, 0.05407088249921799]","[0.6269726753234863, 0.3229922950267792, 0.053278323262929916]","[0.6488345861434937, 0.3285353183746338, 0.05185443162918091]","[0.6719177961349487, 0.3299224078655243, 0.06243809685111046]","[0.5392941236495972, 0.31919658184051514, 0.0247771255671978]","[0.5150049924850464, 0.31345701217651367, 0.013588865287601948]","[0.4900171458721161, 0.3142271935939789, 0.01064394973218441]","[0.4667136073112488, 0.3193945586681366, 0.020219987258315086]","[0.4888840317726135, 0.32313236594200134, 0.009736397303640842]","[0.5157148838043213, 0.32314592599868774, 0.012221873737871647]","[0.4888840317726135, 0.32313236594200134, 0.009736397303640842]","[0.5341182947158813, 0.41436100006103516, -0.04961021989583969]","[0.5836988091468811, 0.40691500902175903, -0.05912939831614494]","[0.6107527613639832, 0.40743184089660645, -0.049652449786663055]","[0.6406757235527039, 0.415792316198349, -0.016394881531596184]","[0.6114195585250854, 0.4106824994087219, -0.050883498042821884]","[0.58235764503479, 0.4101097285747528, -0.06122954934835434]","[0.5883428454399109, 0.2426224797964096, 0.06038261577486992]","[0.5885528326034546, 0.48915326595306396, -0.05954095721244812]"
"[0.6883800029754639, 0.3271644711494446, 0.08341861516237259]","[0.6729677319526672, 0.3208731412887573, 0.06429556012153625]","[0.650829017162323, 0.3188994824886322, 0.05397764965891838]","[0.6283320188522339, 0.3227042853832245, 0.05325599014759064]","[0.6503767967224121, 0.32813316583633423, 0.051801830530166626]","[0.6735559701919556, 0.32951799035072327, 0.06249411031603813]","[0.5393784046173096, 0.3189215064048767, 0.024528153240680695]","[0.5149166584014893, 0.3128461241722107, 0.013161108829081059]","[0.48959654569625854, 0.3135956823825836, 0.010173331946134567]","[0.4663406312465668, 0.3189394474029541, 0.019951412454247475]","[0.48866963386535645, 0.3227180540561676, 0.009381270967423916]","[0.5156368613243103, 0.322734534740448, 0.011837024241685867]","[0.48866963386535645, 0.3227180540561676, 0.009381270967423916]","[0.5347051024436951, 0.4145032465457916, -0.049302149564027786]","[0.5843199491500854, 0.4072774052619934, -0.059096693992614746]","[0.6112678647041321, 0.4077964723110199, -0.049554429948329926]","[0.6410014033317566, 0.4160114824771881, -0.015942595899105072]","[0.6120516061782837, 0.4112551808357239, -0.05070973187685013]","[0.5829861760139465, 0.410678893327713, -0.061047013849020004]","[0.5891790390014648, 0.24265316128730774, 0.05866869539022446]","[0.5887336134910583, 0.48953258991241455, -0.057610396295785904]"
"[0.6877946853637695, 0.3271424174308777, 0.08442948013544083]","[0.6725745797157288, 0.320533812046051, 0.06528792530298233]","[0.650263786315918, 0.31853270530700684, 0.054861243814229965]","[0.627555251121521, 0.32277417182922363, 0.05390987545251846]","[0.6498851776123047, 0.3282918930053711, 0.05247659981250763]","[0.6730992197990417, 0.32964444160461426, 0.06329264491796494]","[0.5386647582054138, 0.31889721751213074, 0.024718794971704483]","[0.5140380859375, 0.3122900724411011, 0.013379811309278011]","[0.4884234368801117, 0.3130209445953369, 0.010228901170194149]","[0.46510887145996094, 0.31872034072875977, 0.019880495965480804]","[0.48751258850097656, 0.3227141797542572, 0.009302032180130482]","[0.5146355032920837, 0.32275381684303284, 0.011908491142094135]","[0.48751258850097656, 0.3227141797542572, 0.009302032180130482]","[0.5350151062011719, 0.41495469212532043, -0.050208114087581635]","[0.5847033262252808, 0.4075612723827362, -0.059728946536779404]","[0.6114727258682251, 0.4080458879470825, -0.05002457648515701]","[0.6410982012748718, 0.41631537675857544, -0.01631409302353859]","[0.6123892664909363, 0.41153985261917114, -0.05126562714576721]","[0.5833993554115295, 0.4109903573989868, -0.06177922710776329]","[0.5885325074195862, 0.24220728874206543, 0.0598733127117157]","[0.5888912677764893, 0.48955947160720825, -0.05856635421514511]"
"[0.6873323917388916, 0.32575881481170654, 0.08420310169458389]","[0.6723942756652832, 0.3186148703098297, 0.0648006722331047]","[0.649496853351593, 0.3167440891265869, 0.054261721670627594]","[0.626414954662323, 0.32216981053352356, 0.053269993513822556]","[0.6493114829063416, 0.3275931179523468, 0.05190977454185486]","[0.6728171110153198, 0.3286954462528229, 0.06287958472967148]","[0.537361741065979, 0.3190215229988098, 0.023770540952682495]","[0.5119958519935608, 0.31165722012519836, 0.012278961949050426]","[0.48587650060653687, 0.31262972950935364, 0.009092551656067371]","[0.4629575312137604, 0.3190838396549225, 0.01892823725938797]","[0.485491544008255, 0.3231891691684723, 0.008309303782880306]","[0.5128952264785767, 0.3231014609336853, 0.010907662101089954]","[0.485491544008255, 0.3231891691684723, 0.008309303782880306]","[0.53572016954422, 0.41514936089515686, -0.049390800297260284]","[0.5855366587638855, 0.4077157974243164, -0.058917827904224396]","[0.6120865345001221, 0.40804895758628845, -0.049130696803331375]","[0.6417164206504822, 0.4159500300884247, -0.015206009149551392]","[0.613116443157196, 0.4111851751804352, -0.050341106951236725]","[0.5843608379364014, 0.41082367300987244, -0.060938555747270584]","[0.5853502750396729, 0.2415909618139267, 0.056407444179058075]","[0.5912783145904541, 0.48907336592674255, -0.055835090577602386]"
"[0.6874386072158813, 0.3252820372581482, 0.08308962732553482]","[0.6721333265304565, 0.31858694553375244, 0.06355080008506775]","[0.6490750908851624, 0.3168838322162628, 0.05310045927762985]","[0.6262396574020386, 0.32201632857322693, 0.0524728037416935]","[0.6491047739982605, 0.32721030712127686, 0.05101015046238899]","[0.6727036237716675, 0.3282533288002014, 0.061879780143499374]","[0.5360559225082397, 0.3194155991077423, 0.023699354380369186]","[0.5104843974113464, 0.3126823902130127, 0.012072604149580002]","[0.4844241142272949, 0.3138110041618347, 0.00916401669383049]","[0.46176841855049133, 0.320040762424469, 0.01937788911163807]","[0.4842611849308014, 0.3239043951034546, 0.008581413887441158]","[0.5116665363311768, 0.3235788345336914, 0.010927197523415089]","[0.4842611849308014, 0.3239043951034546, 0.008581413887441158]","[0.535768985748291, 0.4156018793582916, -0.04890284687280655]","[0.5846133232116699, 0.40809035301208496, -0.05858442559838295]","[0.6105231046676636, 0.4082949459552765, -0.049013569951057434]","[0.6399925351142883, 0.4159523844718933, -0.01561540737748146]","[0.6117045879364014, 0.41128042340278625, -0.049992095679044724]","[0.5833693146705627, 0.4110775291919708, -0.060321226716041565]","[0.5837457180023193, 0.24234187602996826, 0.05457499995827675]","[0.5911163091659546, 0.48918166756629944, -0.053448308259248734]"
