left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.5501651763916016, 0.33792373538017273, 0.02842395380139351]","[0.5772762298583984, 0.3322511613368988, 0.02066742442548275]","[0.590187668800354, 0.33220431208610535, 0.020822720602154732]","[0.6035127639770508, 0.33370813727378845, 0.023805376142263412]","[0.6224111318588257, 0.3389699161052704, 0.039488695561885834]","[0.6017260551452637, 0.3421989381313324, 0.023918330669403076]","[0.5880129933357239, 0.3424881100654602, 0.02029557339847088]","[0.5746148228645325, 0.3416731059551239, 0.02046537958085537]","[0.4566667377948761, 0.33834800124168396, 0.03310448303818703]","[0.4303104281425476, 0.3327878415584564, 0.027310611680150032]","[0.4175792336463928, 0.3327644467353821, 0.028581652790308]","[0.4046906530857086, 0.3344210684299469, 0.03262751176953316]","[0.38739922642707825, 0.339868426322937, 0.04975726082921028]","[0.4066757261753082, 0.342978298664093, 0.032666899263858795]","[0.4198455214500427, 0.34324997663497925, 0.028122248128056526]","[0.43280020356178284, 0.3423965275287628, 0.02707502990961075]","[0.44482672214508057, 0.42830386757850647, -0.018367713317275047]","[0.4851463735103607, 0.42436444759368896, -0.0435885488986969]","[0.5152271389961243, 0.4243418276309967, -0.04493463784456253]","[0.5606029033660889, 0.42840340733528137, -0.023552626371383667]","[0.5158128142356873, 0.4264976978302002, -0.04536620154976845]","[0.4840904772281647, 0.4264650046825409, -0.04378357157111168]","[0.5011485815048218, 0.2653541564941406, 0.03372831270098686]","[0.5019112229347229, 0.49105724692344666, -0.036940962076187134]"
"[0.5501655340194702, 0.33808985352516174, 0.028616445139050484]","[0.5773168802261353, 0.33232206106185913, 0.020907914265990257]","[0.5902680158615112, 0.3322499692440033, 0.02106158807873726]","[0.6036393642425537, 0.3337402641773224, 0.02405071072280407]","[0.6225554347038269, 0.33904290199279785, 0.03973272815346718]","[0.6018277406692505, 0.34234991669654846, 0.024133246392011642]","[0.5880740284919739, 0.34264618158340454, 0.020494043827056885]","[0.5746533870697021, 0.34183669090270996, 0.020655985921621323]","[0.4565596282482147, 0.3385173976421356, 0.03317183628678322]","[0.43016138672828674, 0.33285847306251526, 0.027378074824810028]","[0.4173937439918518, 0.3328138291835785, 0.02863778918981552]","[0.40446755290031433, 0.334460973739624, 0.03266306594014168]","[0.3871608376502991, 0.3399401009082794, 0.04975792393088341]","[0.40642932057380676, 0.3431161642074585, 0.032680924981832504]","[0.4196389615535736, 0.3434009253978729, 0.028142448514699936]","[0.4326291084289551, 0.34255585074424744, 0.027115600183606148]","[0.444250226020813, 0.42823854088783264, -0.018288325518369675]","[0.4849916100502014, 0.4244683086872101, -0.043495938181877136]","[0.515313446521759, 0.4244418144226074, -0.04482387378811836]","[0.5611631870269775, 0.42830055952072144, -0.023452961817383766]","[0.5158476829528809, 0.42621392011642456, -0.04550860822200775]","[0.4839526414871216, 0.4261854588985443, -0.04395352676510811]","[0.5011097192764282, 0.26544174551963806, 0.03385745733976364]","[0.5015149712562561, 0.49070867896080017, -0.037507835775613785]"
"[0.5504088997840881, 0.33798253536224365, 0.028466101735830307]","[0.5775694251060486, 0.33221375942230225, 0.020698759704828262]","[0.590520441532135, 0.33214277029037476, 0.020848849788308144]","[0.6038917303085327, 0.3336379826068878, 0.02383626066148281]","[0.6228322982788086, 0.33892595767974854, 0.039562106132507324]","[0.6021342873573303, 0.34222468733787537, 0.023941118270158768]","[0.5883962512016296, 0.34252628684043884, 0.020305262878537178]","[0.5749640464782715, 0.34172433614730835, 0.02048373408615589]","[0.4567691385746002, 0.33846887946128845, 0.033152490854263306]","[0.43037137389183044, 0.3328554630279541, 0.02735479734838009]","[0.41760677099227905, 0.3328258693218231, 0.0286342054605484]","[0.4046929180622101, 0.33448895812034607, 0.03269225358963013]","[0.3874063491821289, 0.33997344970703125, 0.049859728664159775]","[0.4066500663757324, 0.3431095480918884, 0.03271590918302536]","[0.4198388457298279, 0.3433828055858612, 0.02815394476056099]","[0.4328276515007019, 0.34253156185150146, 0.027109244838356972]","[0.44491252303123474, 0.4281524121761322, -0.018212584778666496]","[0.48539239168167114, 0.42431148886680603, -0.043555524200201035]","[0.5157101154327393, 0.42427781224250793, -0.04492074251174927]","[0.5613511204719543, 0.4281947910785675, -0.023497197777032852]","[0.51624596118927, 0.4263039529323578, -0.045469731092453]","[0.48435741662979126, 0.4262844920158386, -0.04386352002620697]","[0.5010697841644287, 0.2653525173664093, 0.033725932240486145]","[0.5023512244224548, 0.4906667470932007, -0.0371437706053257]"
"[0.5503779649734497, 0.33797886967658997, 0.028577545657753944]","[0.577528715133667, 0.3322056829929352, 0.020850900560617447]","[0.5904641151428223, 0.3321361243724823, 0.021015293896198273]","[0.6038257479667664, 0.33364027738571167, 0.024005906656384468]","[0.6227318048477173, 0.3389679789543152, 0.0397270992398262]","[0.6020370125770569, 0.3422500491142273, 0.024105651304125786]","[0.5882977247238159, 0.3425435423851013, 0.02045709267258644]","[0.5748707056045532, 0.3417309820652008, 0.020609885454177856]","[0.4567469358444214, 0.33843621611595154, 0.03311970829963684]","[0.4303879141807556, 0.33279138803482056, 0.027305977419018745]","[0.41763803362846375, 0.3327554166316986, 0.028560541570186615]","[0.4047180116176605, 0.3344232439994812, 0.03258804231882095]","[0.3874252736568451, 0.3399379253387451, 0.04971349239349365]","[0.40667715668678284, 0.3430729806423187, 0.03261173516511917]","[0.41986721754074097, 0.34334924817085266, 0.02806883119046688]","[0.43284687399864197, 0.34249868988990784, 0.027038082480430603]","[0.44485771656036377, 0.42814600467681885, -0.01830850914120674]","[0.48540306091308594, 0.4244482219219208, -0.043348684906959534]","[0.5156897902488708, 0.42441049218177795, -0.04467390105128288]","[0.5613259077072144, 0.4281516671180725, -0.023441297933459282]","[0.5161554217338562, 0.4261454939842224, -0.04538556933403015]","[0.48437461256980896, 0.426133394241333, -0.04385273531079292]","[0.5011454820632935, 0.2651970386505127, 0.03370339795947075]","[0.5021032094955444, 0.4908594787120819, -0.037451352924108505]"
"[0.5502257347106934, 0.33784008026123047, 0.028658706694841385]","[0.5772966742515564, 0.33203840255737305, 0.02095569111406803]","[0.5902085900306702, 0.33195388317108154, 0.021103672683238983]","[0.6035543084144592, 0.3334403336048126, 0.0240711010992527]","[0.6224718689918518, 0.33874866366386414, 0.03970330208539963]","[0.6017923355102539, 0.3420616388320923, 0.02413257211446762]","[0.588078498840332, 0.34236404299736023, 0.020504962652921677]","[0.5746810436248779, 0.3415643274784088, 0.020677588880062103]","[0.4567781984806061, 0.33834439516067505, 0.03328185901045799]","[0.4304529130458832, 0.33269578218460083, 0.0275210402905941]","[0.41772225499153137, 0.3326597511768341, 0.028783727437257767]","[0.40482985973358154, 0.33432236313819885, 0.032805558294057846]","[0.3875564634799957, 0.3398309051990509, 0.04987229034304619]","[0.40679237246513367, 0.3429746627807617, 0.032805558294057846]","[0.4199674129486084, 0.3432474136352539, 0.02826194278895855]","[0.43292105197906494, 0.3423961102962494, 0.027225062251091003]","[0.4449899196624756, 0.42811086773872375, -0.018401332199573517]","[0.48541539907455444, 0.42427971959114075, -0.0435045100748539]","[0.5156609416007996, 0.4242432415485382, -0.04485340416431427]","[0.561246395111084, 0.4281345009803772, -0.023633752018213272]","[0.5161804556846619, 0.4261236786842346, -0.04552982375025749]","[0.4844028949737549, 0.42610886693000793, -0.043961841613054276]","[0.5009255409240723, 0.2651473879814148, 0.03411697968840599]","[0.5022612810134888, 0.49075841903686523, -0.03768644109368324]"
"[0.5501371026039124, 0.33782172203063965, 0.029010027647018433]","[0.5771384239196777, 0.3320157825946808, 0.021385733038187027]","[0.590020477771759, 0.3319220542907715, 0.02155139669775963]","[0.6033555269241333, 0.33340033888816833, 0.02453349344432354]","[0.6222831606864929, 0.33872443437576294, 0.04014488682150841]","[0.6016539335250854, 0.34203600883483887, 0.024537017568945885]","[0.5879534482955933, 0.3423444628715515, 0.02089446783065796]","[0.5745694637298584, 0.34154650568962097, 0.021051250398159027]","[0.4566758871078491, 0.3383728265762329, 0.03345862403512001]","[0.4303993582725525, 0.33273714780807495, 0.02771080657839775]","[0.41769567131996155, 0.33270585536956787, 0.028955819085240364]","[0.4048117697238922, 0.33437544107437134, 0.03294388949871063]","[0.3874986469745636, 0.3399221897125244, 0.04993557929992676]","[0.4067411422729492, 0.34304413199424744, 0.032897695899009705]","[0.4199084937572479, 0.3433071970939636, 0.028374267742037773]","[0.43284472823143005, 0.3424455523490906, 0.027364026755094528]","[0.44504624605178833, 0.42823195457458496, -0.018800467252731323]","[0.4855250120162964, 0.4242267310619354, -0.04383273422718048]","[0.5157923102378845, 0.4241659641265869, -0.04513205960392952]","[0.561295747756958, 0.4281584918498993, -0.023821493610739708]","[0.5163091421127319, 0.4261435866355896, -0.0458286888897419]","[0.48451438546180725, 0.4261530637741089, -0.04431908577680588]","[0.50077885389328, 0.2650570869445801, 0.03486820310354233]","[0.5024532675743103, 0.4909901022911072, -0.03838438540697098]"
"[0.5502840280532837, 0.3380246162414551, 0.02904699370265007]","[0.5774532556533813, 0.33223727345466614, 0.021340476348996162]","[0.5904089212417603, 0.3321573734283447, 0.021468205377459526]","[0.6037951707839966, 0.3336490988731384, 0.024419907480478287]","[0.622753918170929, 0.33897316455841064, 0.04004814475774765]","[0.60200035572052, 0.34227585792541504, 0.024421662092208862]","[0.5882433652877808, 0.3425705134868622, 0.020787760615348816]","[0.5748153924942017, 0.3417681157588959, 0.02098817564547062]","[0.4564674198627472, 0.33848488330841064, 0.03378539904952049]","[0.4301605820655823, 0.33281928300857544, 0.02807476744055748]","[0.4174109101295471, 0.33276811242103577, 0.029368463903665543]","[0.4044913649559021, 0.3344178795814514, 0.03339100629091263]","[0.3871874213218689, 0.3399374485015869, 0.05049297213554382]","[0.40640315413475037, 0.3430991768836975, 0.03332182765007019]","[0.4195861220359802, 0.343374103307724, 0.028748802840709686]","[0.432548850774765, 0.34253185987472534, 0.027714965865015984]","[0.4447349011898041, 0.42840880155563354, -0.018796619027853012]","[0.48505261540412903, 0.4243830144405365, -0.04406692460179329]","[0.515444278717041, 0.42433610558509827, -0.0454619862139225]","[0.5611284971237183, 0.42840129137039185, -0.02416866458952427]","[0.5160030722618103, 0.4265212118625641, -0.04602779820561409]","[0.48405441641807556, 0.42651528120040894, -0.04440498352050781]","[0.500999927520752, 0.265400230884552, 0.03522227704524994]","[0.5019010305404663, 0.49108561873435974, -0.03844301402568817]"
"[0.5500565767288208, 0.3380388021469116, 0.028762059286236763]","[0.57707679271698, 0.3323111832141876, 0.02106034755706787]","[0.5899845361709595, 0.33221787214279175, 0.021200625225901604]","[0.6033362150192261, 0.33367210626602173, 0.02413984015583992]","[0.6222836375236511, 0.33889859914779663, 0.03971854969859123]","[0.6015464663505554, 0.3422102928161621, 0.02416294254362583]","[0.5878215432167053, 0.34250637888908386, 0.02054779790341854]","[0.5744516253471375, 0.34172144532203674, 0.020739620551466942]","[0.4563855826854706, 0.3385579586029053, 0.03348902240395546]","[0.43013930320739746, 0.33301079273223877, 0.027762312442064285]","[0.4174216687679291, 0.3329745829105377, 0.029042381793260574]","[0.40452876687049866, 0.334614098072052, 0.033063001930713654]","[0.3872262239456177, 0.340045303106308, 0.05012025684118271]","[0.40650874376296997, 0.34315940737724304, 0.03302575275301933]","[0.4196890592575073, 0.3434171974658966, 0.02847195789217949]","[0.4326116442680359, 0.34257185459136963, 0.02743990533053875]","[0.44479623436927795, 0.42815977334976196, -0.018460283055901527]","[0.4851333498954773, 0.4243282079696655, -0.04362758249044418]","[0.5155016779899597, 0.424284428358078, -0.045002371072769165]","[0.5610563158988953, 0.4281768500804901, -0.023795299232006073]","[0.5160176157951355, 0.4262138605117798, -0.045613743364810944]","[0.4841841757297516, 0.42620593309402466, -0.04400939866900444]","[0.5004910230636597, 0.26546239852905273, 0.034562114626169205]","[0.5022726058959961, 0.49067744612693787, -0.03797737881541252]"
"[0.5501978993415833, 0.338063508272171, 0.028553489595651627]","[0.577329158782959, 0.33226996660232544, 0.020760376006364822]","[0.5902679562568665, 0.3321846127510071, 0.02088284119963646]","[0.6036365628242493, 0.33367177844047546, 0.0238376185297966]","[0.6225542426109314, 0.3389682173728943, 0.03950752317905426]","[0.601847767829895, 0.3422498106956482, 0.02391013130545616]","[0.588114321231842, 0.34255078434944153, 0.020285487174987793]","[0.5746951103210449, 0.3417612612247467, 0.020495284348726273]","[0.4563986659049988, 0.33862268924713135, 0.03347567468881607]","[0.43004119396209717, 0.33303290605545044, 0.027753429487347603]","[0.4172886610031128, 0.333008348941803, 0.02906171604990959]","[0.4043881595134735, 0.3346811532974243, 0.03313138335943222]","[0.38714468479156494, 0.34019386768341064, 0.050328511744737625]","[0.40639060735702515, 0.3432776927947998, 0.03311237320303917]","[0.41956815123558044, 0.3435344994068146, 0.028518443927168846]","[0.43252792954444885, 0.3426755666732788, 0.027450546622276306]","[0.4448116421699524, 0.4281380772590637, -0.018308348953723907]","[0.48512163758277893, 0.4242498278617859, -0.04368322715163231]","[0.5154668092727661, 0.4241909980773926, -0.0451267771422863]","[0.5609420537948608, 0.42807430028915405, -0.023834217339754105]","[0.5159254670143127, 0.42625072598457336, -0.04561151936650276]","[0.4840949475765228, 0.4262618124485016, -0.04393281787633896]","[0.5006406307220459, 0.2655963897705078, 0.03414537385106087]","[0.5021695494651794, 0.4908772110939026, -0.03748941794037819]"
"[0.5499083399772644, 0.33801165223121643, 0.028865821659564972]","[0.5769745111465454, 0.3321950137615204, 0.021088315173983574]","[0.5899182558059692, 0.33208709955215454, 0.021185124292969704]","[0.603321373462677, 0.3335471749305725, 0.024097351357340813]","[0.622331976890564, 0.33882418274879456, 0.03967903554439545]","[0.6015811562538147, 0.34211260080337524, 0.024098025634884834]","[0.5878438949584961, 0.3424241244792938, 0.02050008624792099]","[0.5744317173957825, 0.3416609466075897, 0.02073843963444233]","[0.4561120569705963, 0.33870160579681396, 0.03394804522395134]","[0.4297812581062317, 0.3331492245197296, 0.028308231383562088]","[0.41702648997306824, 0.3331328332424164, 0.029629366472363472]","[0.4041122794151306, 0.33481791615486145, 0.03369290754199028]","[0.3868396282196045, 0.3403577208518982, 0.050868529826402664]","[0.40611666440963745, 0.34339460730552673, 0.03361485153436661]","[0.4192981719970703, 0.3436301052570343, 0.029008040204644203]","[0.43224918842315674, 0.3427635431289673, 0.027929138392210007]","[0.44462865591049194, 0.428434818983078, -0.018484316766262054]","[0.4850817322731018, 0.4243946373462677, -0.04407385736703873]","[0.5155744552612305, 0.4242897033691406, -0.045555129647254944]","[0.561272382736206, 0.42820098996162415, -0.024154916405677795]","[0.5160823464393616, 0.4264487028121948, -0.046104613691568375]","[0.48405852913856506, 0.4265049695968628, -0.04439264163374901]","[0.49999359250068665, 0.2657533288002014, 0.03515169769525528]","[0.5026018619537354, 0.49090951681137085, -0.03835263103246689]"
"[0.5497627258300781, 0.3380619287490845, 0.02905585803091526]","[0.5768657922744751, 0.3322319984436035, 0.021218448877334595]","[0.5898087024688721, 0.33211928606033325, 0.02126053161919117]","[0.6032147407531738, 0.3335684537887573, 0.024111226201057434]","[0.622263491153717, 0.3388001620769501, 0.039614882320165634]","[0.601475715637207, 0.3420933783054352, 0.02407672628760338]","[0.5877256989479065, 0.3424181342124939, 0.020518871024250984]","[0.5743022561073303, 0.3416714370250702, 0.020821895450353622]","[0.4559299647808075, 0.33884361386299133, 0.034551966935396194]","[0.42956602573394775, 0.3333306908607483, 0.029018983244895935]","[0.41681167483329773, 0.33332812786102295, 0.03038684092462063]","[0.40391212701797485, 0.33501774072647095, 0.03449147939682007]","[0.3867241442203522, 0.340547651052475, 0.05169830843806267]","[0.4059651792049408, 0.3435657322406769, 0.03434336557984352]","[0.4191390872001648, 0.34378594160079956, 0.029696809127926826]","[0.4320821762084961, 0.34291139245033264, 0.028585810214281082]","[0.44423046708106995, 0.4285188317298889, -0.018516724929213524]","[0.48479902744293213, 0.42432573437690735, -0.0443195104598999]","[0.5155265927314758, 0.42418670654296875, -0.04593745619058609]","[0.5616047978401184, 0.42815524339675903, -0.024660201743245125]","[0.5160632133483887, 0.4263354539871216, -0.046567171812057495]","[0.483851820230484, 0.4264273941516876, -0.044692836701869965]","[0.49974191188812256, 0.2658699154853821, 0.036188166588544846]","[0.5026148557662964, 0.4905560314655304, -0.03943977132439613]"
"[0.5496044754981995, 0.3376675844192505, 0.02895175851881504]","[0.5765743851661682, 0.3320395350456238, 0.021081937476992607]","[0.5894280076026917, 0.3319529592990875, 0.021122733131051064]","[0.6027732491493225, 0.3333967328071594, 0.023966683074831963]","[0.621857762336731, 0.3385200500488281, 0.03944646939635277]","[0.6010875105857849, 0.3416999280452728, 0.023998834192752838]","[0.587368905544281, 0.3420127332210541, 0.02045769989490509]","[0.5739954113960266, 0.34126171469688416, 0.020750561729073524]","[0.4561189115047455, 0.33858630061149597, 0.03444691374897957]","[0.4298064410686493, 0.3333313763141632, 0.028877049684524536]","[0.41713446378707886, 0.3333818316459656, 0.030237263068556786]","[0.40430745482444763, 0.3350943922996521, 0.03433430567383766]","[0.38711345195770264, 0.34055295586586, 0.05152619630098343]","[0.40636909008026123, 0.34341973066329956, 0.03425723686814308]","[0.4195137321949005, 0.3436034321784973, 0.029624374583363533]","[0.4324095547199249, 0.34269630908966064, 0.028506770730018616]","[0.44407397508621216, 0.4284450113773346, -0.018337221816182137]","[0.48476701974868774, 0.4242929518222809, -0.04410387575626373]","[0.5154879093170166, 0.424129456281662, -0.04572901502251625]","[0.5616487264633179, 0.4279869794845581, -0.024492070078849792]","[0.5160312652587891, 0.42609113454818726, -0.04656578227877617]","[0.48380744457244873, 0.4262143671512604, -0.044685374945402145]","[0.49976646900177, 0.26568466424942017, 0.036067672073841095]","[0.5025840997695923, 0.49074310064315796, -0.0394703634083271]"
"[0.5499261617660522, 0.3377016484737396, 0.029105303809046745]","[0.5769693851470947, 0.33199071884155273, 0.02122768759727478]","[0.58986896276474, 0.331898033618927, 0.021249132230877876]","[0.603255569934845, 0.33334729075431824, 0.024082979187369347]","[0.6223253011703491, 0.33851465582847595, 0.039566006511449814]","[0.601507842540741, 0.34173694252967834, 0.024122772738337517]","[0.5877445936203003, 0.34205162525177, 0.020571375265717506]","[0.574348509311676, 0.34129098057746887, 0.020872170105576515]","[0.4561443626880646, 0.33859169483184814, 0.03464347496628761]","[0.42979538440704346, 0.33324992656707764, 0.02910236082971096]","[0.41707053780555725, 0.3332906663417816, 0.030472759157419205]","[0.4041978120803833, 0.33499521017074585, 0.03456541523337364]","[0.38701385259628296, 0.3404790163040161, 0.05175892636179924]","[0.40629321336746216, 0.34340131282806396, 0.03447083383798599]","[0.41947442293167114, 0.3435884714126587, 0.029826372861862183]","[0.43239980936050415, 0.3426761031150818, 0.028697432950139046]","[0.44414493441581726, 0.4283493161201477, -0.01851806603372097]","[0.48489898443222046, 0.4241248071193695, -0.044165197759866714]","[0.5154659748077393, 0.42396625876426697, -0.04583608731627464]","[0.561769962310791, 0.4278903007507324, -0.02483046054840088]","[0.5159971117973328, 0.42566385865211487, -0.04670334607362747]","[0.4839082658290863, 0.42577630281448364, -0.04476151242852211]","[0.5002008676528931, 0.2657902240753174, 0.03621741756796837]","[0.5022419691085815, 0.48993998765945435, -0.03966626152396202]"
"[0.5499169230461121, 0.3371680676937103, 0.028932737186551094]","[0.5768919587135315, 0.33152586221694946, 0.02104254812002182]","[0.5897635221481323, 0.33144673705101013, 0.02106778882443905]","[0.603141188621521, 0.33290624618530273, 0.023894313722848892]","[0.6222190260887146, 0.3380671739578247, 0.03935674950480461]","[0.6013436913490295, 0.3411978483200073, 0.02397754043340683]","[0.5876189470291138, 0.3414880931377411, 0.020445149391889572]","[0.5742510557174683, 0.3407275676727295, 0.020731279626488686]","[0.4563505947589874, 0.33807700872421265, 0.03445098176598549]","[0.4301222562789917, 0.3328110873699188, 0.02888418547809124]","[0.41744932532310486, 0.3328653872013092, 0.03022901341319084]","[0.4045979380607605, 0.3345899283885956, 0.034316789358854294]","[0.3873884081840515, 0.3400726914405823, 0.05149533599615097]","[0.4067303240299225, 0.3428870439529419, 0.03426535800099373]","[0.41986796259880066, 0.34304866194725037, 0.02963695488870144]","[0.432737797498703, 0.342136412858963, 0.028502637520432472]","[0.44382596015930176, 0.4284154176712036, -0.018047934398055077]","[0.48468470573425293, 0.42407330870628357, -0.04423459991812706]","[0.5155210494995117, 0.42391103506088257, -0.045859191566705704]","[0.5617201328277588, 0.42797771096229553, -0.024166731163859367]","[0.5161113739013672, 0.4262550473213196, -0.046461671590805054]","[0.4837266802787781, 0.42638081312179565, -0.044584013521671295]","[0.5003280639648438, 0.2655807435512543, 0.03574163094162941]","[0.5025188326835632, 0.49104470014572144, -0.038950927555561066]"
"[0.550468921661377, 0.33636629581451416, 0.02834092453122139]","[0.577062726020813, 0.33181825280189514, 0.020240355283021927]","[0.5897442102432251, 0.33183610439300537, 0.020282432436943054]","[0.6030170917510986, 0.3331470787525177, 0.023064231500029564]","[0.6222555041313171, 0.3375343084335327, 0.03840384632349014]","[0.6008646488189697, 0.3403148055076599, 0.023425552994012833]","[0.5871057510375977, 0.34049737453460693, 0.019939158111810684]","[0.5739999413490295, 0.33971232175827026, 0.020192941650748253]","[0.45608869194984436, 0.3373190760612488, 0.033819105476140976]","[0.43035072088241577, 0.3331495225429535, 0.028050212189555168]","[0.41788655519485474, 0.333322137594223, 0.029398668557405472]","[0.40518468618392944, 0.334920197725296, 0.033416762948036194]","[0.387773722410202, 0.3396243155002594, 0.05047791451215744]","[0.4074711799621582, 0.3420650362968445, 0.03364897146821022]","[0.4205935001373291, 0.34211286902427673, 0.029088227078318596]","[0.4332195520401001, 0.34115979075431824, 0.027940930798649788]","[0.444135844707489, 0.4281949996948242, -0.017476635053753853]","[0.48475974798202515, 0.42418625950813293, -0.042993657290935516]","[0.5152029395103455, 0.4240258038043976, -0.04467935860157013]","[0.5614473819732666, 0.4277890920639038, -0.023755667731165886]","[0.5158169865608215, 0.4256241023540497, -0.0453772209584713]","[0.4837232530117035, 0.42572540044784546, -0.04343070089817047]","[0.5005972981452942, 0.26570045948028564, 0.03423624113202095]","[0.5020472407341003, 0.48963192105293274, -0.03701682388782501]"
"[0.5505752563476562, 0.33593136072158813, 0.028970548883080482]","[0.577122688293457, 0.33156394958496094, 0.021086836233735085]","[0.5896943211555481, 0.3316538631916046, 0.02118987962603569]","[0.6028417348861694, 0.3330358862876892, 0.024048738181591034]","[0.6219509243965149, 0.33745673298835754, 0.03942262753844261]","[0.600628137588501, 0.3399975001811981, 0.024369938299059868]","[0.5869593024253845, 0.340131551027298, 0.02083475887775421]","[0.5739104747772217, 0.33931171894073486, 0.020996782928705215]","[0.45709410309791565, 0.33672896027565, 0.033751990646123886]","[0.4314175844192505, 0.33257606625556946, 0.0278850756585598]","[0.41904598474502563, 0.3327521085739136, 0.029114022850990295]","[0.40638673305511475, 0.3343852162361145, 0.03304773569107056]","[0.3888970911502838, 0.3391483426094055, 0.0499110221862793]","[0.4086974263191223, 0.34148746728897095, 0.03326395899057388]","[0.42178529500961304, 0.3415212035179138, 0.028809377923607826]","[0.4343664050102234, 0.3405687212944031, 0.027730213478207588]","[0.4441779851913452, 0.428512305021286, -0.017837850376963615]","[0.4852440059185028, 0.42413967847824097, -0.04363301768898964]","[0.5160195231437683, 0.42396116256713867, -0.04504545032978058]","[0.5621158480644226, 0.42802926898002625, -0.023148037493228912]","[0.5166757106781006, 0.4262257218360901, -0.04556885361671448]","[0.4842818081378937, 0.4263589084148407, -0.04393070191144943]","[0.5020205974578857, 0.265505313873291, 0.03523198515176773]","[0.5023355484008789, 0.491830050945282, -0.03797014430165291]"
"[0.5506144165992737, 0.33643442392349243, 0.030033830553293228]","[0.5776927471160889, 0.330933153629303, 0.022405367344617844]","[0.5906872153282166, 0.33088529109954834, 0.022526616230607033]","[0.6041574478149414, 0.33235815167427063, 0.025400904938578606]","[0.6231347918510437, 0.3374934196472168, 0.040888432413339615]","[0.6018058657646179, 0.3405737578868866, 0.025405123829841614]","[0.5879571437835693, 0.3407765328884125, 0.02175861783325672]","[0.5746501088142395, 0.33998018503189087, 0.021937213838100433]","[0.4559263288974762, 0.33691519498825073, 0.03452979773283005]","[0.42968079447746277, 0.3315974771976471, 0.02881205454468727]","[0.41684427857398987, 0.33160659670829773, 0.030049452558159828]","[0.40381333231925964, 0.33327212929725647, 0.033916834741830826]","[0.38643014430999756, 0.33861595392227173, 0.0507383868098259]","[0.40633323788642883, 0.34155622124671936, 0.03380659967660904]","[0.4196456968784332, 0.34169378876686096, 0.029299350455403328]","[0.43251845240592957, 0.34079861640930176, 0.028298266232013702]","[0.44434407353401184, 0.42855381965637207, -0.019395923241972923]","[0.48565319180488586, 0.4243544638156891, -0.044471971690654755]","[0.5161381959915161, 0.4242129921913147, -0.04584169760346413]","[0.562285840511322, 0.42812496423721313, -0.024600202217698097]","[0.5167821049690247, 0.4258764684200287, -0.04656783491373062]","[0.48456642031669617, 0.42596396803855896, -0.04501719772815704]","[0.5012452006340027, 0.2653173506259918, 0.036924008280038834]","[0.5019738078117371, 0.48985257744789124, -0.03941308334469795]"
"[0.5492873191833496, 0.33512255549430847, 0.029830703511834145]","[0.5764591693878174, 0.32831358909606934, 0.02256612479686737]","[0.5895088911056519, 0.3281681537628174, 0.022618470713496208]","[0.6029213666915894, 0.32986482977867126, 0.025416642427444458]","[0.6212465763092041, 0.3359244465827942, 0.04056413099169731]","[0.6002664566040039, 0.33922991156578064, 0.025206128135323524]","[0.5866193175315857, 0.3394908010959625, 0.02161867916584015]","[0.5733799934387207, 0.3387056291103363, 0.021781452000141144]","[0.45712292194366455, 0.33513832092285156, 0.03448132425546646]","[0.4310127794742584, 0.3282802700996399, 0.029158495366573334]","[0.4181895852088928, 0.3280678689479828, 0.0303210262209177]","[0.4051857888698578, 0.3298177123069763, 0.03415616229176521]","[0.388386070728302, 0.33593499660491943, 0.05067119747400284]","[0.40783005952835083, 0.339287668466568, 0.03379317745566368]","[0.4208628833293915, 0.33959877490997314, 0.02934444509446621]","[0.43366095423698425, 0.3388424217700958, 0.028316183015704155]","[0.4432244300842285, 0.4273717999458313, -0.018660450354218483]","[0.48445820808410645, 0.4234637916088104, -0.044112756848335266]","[0.5148966908454895, 0.423478901386261, -0.04548253118991852]","[0.5608476400375366, 0.42753759026527405, -0.0239277221262455]","[0.5153616666793823, 0.425341933965683, -0.04663310572504997]","[0.48340797424316406, 0.42527103424072266, -0.04505988210439682]","[0.502224326133728, 0.2625756561756134, 0.036406923085451126]","[0.5002650618553162, 0.49014899134635925, -0.04032837226986885]"
