left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6648898124694824, 0.4915010333061218, 0.0413869246840477]","[0.6913166046142578, 0.4859907627105713, 0.03759780526161194]","[0.7041311264038086, 0.48595064878463745, 0.03997405990958214]","[0.7171875834465027, 0.4875853955745697, 0.04527297616004944]","[0.7355367541313171, 0.4935617744922638, 0.06429063528776169]","[0.7167576551437378, 0.49672847986221313, 0.045027539134025574]","[0.7032105922698975, 0.49702027440071106, 0.039306558668613434]","[0.6897319555282593, 0.4960884153842926, 0.03713568300008774]","[0.5715413689613342, 0.4890359342098236, 0.027074474841356277]","[0.5441219806671143, 0.48242318630218506, 0.017100566998124123]","[0.5313412547111511, 0.4820321798324585, 0.016106313094496727]","[0.5174545645713806, 0.48323968052864075, 0.017914554104208946]","[0.4953528344631195, 0.4883427917957306, 0.03218623995780945]","[0.5177000761032104, 0.49222004413604736, 0.018312297761440277]","[0.5321705937385559, 0.49300673604011536, 0.015711059793829918]","[0.5459784865379333, 0.4924658238887787, 0.01693250797688961]","[0.545071542263031, 0.5842757225036621, -0.027168190106749535]","[0.6026594638824463, 0.5806776881217957, -0.05089050531387329]","[0.6393038630485535, 0.5813459753990173, -0.04562351480126381]","[0.6845006942749023, 0.5864509344100952, -0.009602975100278854]","[0.6391459703445435, 0.5828345417976379, -0.04830751195549965]","[0.6025663018226624, 0.5822844505310059, -0.054008886218070984]","[0.6238859295845032, 0.40729594230651855, 0.03686818853020668]","[0.6143943667411804, 0.6599143147468567, -0.04748065769672394]"
"[0.6647080779075623, 0.49159109592437744, 0.041255973279476166]","[0.6910816431045532, 0.48603877425193787, 0.03746578097343445]","[0.7038605213165283, 0.48597657680511475, 0.0398225374519825]","[0.7169039249420166, 0.48759737610816956, 0.045087795704603195]","[0.7352808713912964, 0.49357905983924866, 0.06402983516454697]","[0.7165157794952393, 0.49676018953323364, 0.04481612890958786]","[0.7029820680618286, 0.49706050753593445, 0.03912268951535225]","[0.6895297169685364, 0.4961402714252472, 0.03697732090950012]","[0.5715694427490234, 0.48921504616737366, 0.027109580114483833]","[0.5441931486129761, 0.48259860277175903, 0.017221176996827126]","[0.5314464569091797, 0.48221421241760254, 0.01624835468828678]","[0.5175935626029968, 0.48343563079833984, 0.01806476339697838]","[0.49555671215057373, 0.4885808825492859, 0.03230699151754379]","[0.5178663730621338, 0.49242329597473145, 0.01843147538602352]","[0.5323006510734558, 0.49319764971733093, 0.015815922990441322]","[0.5460735559463501, 0.4926522970199585, 0.01701946184039116]","[0.5457913875579834, 0.5841068625450134, -0.0271522868424654]","[0.6030080318450928, 0.5805646181106567, -0.05072297528386116]","[0.6395263671875, 0.5811955332756042, -0.04553996026515961]","[0.6847065687179565, 0.5861610174179077, -0.00985376164317131]","[0.6394232511520386, 0.5825109481811523, -0.04834701120853424]","[0.6030316352844238, 0.5819915533065796, -0.05396025627851486]","[0.6232824921607971, 0.4073171317577362, 0.03699038550257683]","[0.6151788830757141, 0.6597787141799927, -0.04769383743405342]"
"[0.6647896766662598, 0.4915267825126648, 0.04104926064610481]","[0.6911748051643372, 0.4860026240348816, 0.03723478317260742]","[0.7039783000946045, 0.485941618680954, 0.03960190340876579]","[0.717037558555603, 0.487554669380188, 0.04488662630319595]","[0.7353854179382324, 0.49349117279052734, 0.06388771533966064]","[0.7166017889976501, 0.4966880977153778, 0.04468376934528351]","[0.7030510306358337, 0.49699434638023376, 0.038976285606622696]","[0.689582347869873, 0.49607476592063904, 0.036810606718063354]","[0.571449339389801, 0.48917144536972046, 0.026815222576260567]","[0.5440378189086914, 0.48260974884033203, 0.016856739297509193]","[0.5312782526016235, 0.4822358787059784, 0.015873389318585396]","[0.5174309611320496, 0.4834538996219635, 0.017691288143396378]","[0.4954339563846588, 0.4885534346103668, 0.03196123614907265]","[0.5177492499351501, 0.4924025535583496, 0.018119681626558304]","[0.5321955680847168, 0.4931778609752655, 0.015516344457864761]","[0.545975923538208, 0.49262264370918274, 0.016723671928048134]","[0.5455101132392883, 0.5842535495758057, -0.026940887793898582]","[0.6028266549110413, 0.5806915163993835, -0.05044212192296982]","[0.6392879486083984, 0.5813193917274475, -0.04521826282143593]","[0.68439120054245, 0.5862789750099182, -0.009503979235887527]","[0.6391414999961853, 0.5826460123062134, -0.047920145094394684]","[0.6027742028236389, 0.5821394324302673, -0.05357389897108078]","[0.6234073042869568, 0.40738874673843384, 0.03615279123187065]","[0.6148399114608765, 0.6598302125930786, -0.046903565526008606]"
"[0.6648340225219727, 0.4915371239185333, 0.04084501415491104]","[0.6912556290626526, 0.48600688576698303, 0.03697940334677696]","[0.7040659189224243, 0.48594900965690613, 0.0393403060734272]","[0.7171259522438049, 0.4875641167163849, 0.04462268576025963]","[0.735461950302124, 0.493504136800766, 0.0636473298072815]","[0.716686487197876, 0.49671265482902527, 0.04445098713040352]","[0.7031317353248596, 0.4970202147960663, 0.03875153139233589]","[0.6896476149559021, 0.4960998594760895, 0.03659522160887718]","[0.5715138912200928, 0.48916709423065186, 0.02672412246465683]","[0.5440760850906372, 0.4825858473777771, 0.016757959499955177]","[0.5313004851341248, 0.482209175825119, 0.015790868550539017]","[0.5174374580383301, 0.483426958322525, 0.017630375921726227]","[0.49542146921157837, 0.48852264881134033, 0.03196518123149872]","[0.5177348256111145, 0.4923914670944214, 0.018089987337589264]","[0.5321913361549377, 0.49317458271980286, 0.015473924577236176]","[0.5459938049316406, 0.4926201105117798, 0.01665882021188736]","[0.545403242111206, 0.584267795085907, -0.02672618255019188]","[0.6027257442474365, 0.5807607769966125, -0.050346892327070236]","[0.6391800045967102, 0.581400990486145, -0.04515921697020531]","[0.6842692494392395, 0.5863367319107056, -0.009402374736964703]","[0.6390077471733093, 0.5827840566635132, -0.047813910990953445]","[0.602611780166626, 0.5822650194168091, -0.05342990532517433]","[0.6235641241073608, 0.4074084162712097, 0.03576026111841202]","[0.6146251559257507, 0.6598114967346191, -0.0464463010430336]"
"[0.6650002002716064, 0.4918028712272644, 0.04101851209998131]","[0.6915026903152466, 0.4863409101963043, 0.03716550022363663]","[0.7043448686599731, 0.4862961173057556, 0.03956466168165207]","[0.7174280881881714, 0.48791325092315674, 0.04489178955554962]","[0.7358217835426331, 0.4938470721244812, 0.06401345133781433]","[0.7170027494430542, 0.49704867601394653, 0.04472111538052559]","[0.7034093737602234, 0.4973396062850952, 0.0389864481985569]","[0.689896821975708, 0.4964042007923126, 0.03680054470896721]","[0.5714020729064941, 0.489298552274704, 0.026657873764634132]","[0.5439696907997131, 0.48276063799858093, 0.016622480005025864]","[0.5311795473098755, 0.4823783338069916, 0.015641432255506516]","[0.5172825455665588, 0.48357105255126953, 0.017479635775089264]","[0.49513697624206543, 0.4885989725589752, 0.031833115965127945]","[0.5174795389175415, 0.49246835708618164, 0.017933329567313194]","[0.5319729447364807, 0.49326232075691223, 0.015327966772019863]","[0.545806884765625, 0.4927211105823517, 0.01654520444571972]","[0.5452978014945984, 0.5843469500541687, -0.027028322219848633]","[0.6026119589805603, 0.5808170437812805, -0.05055307224392891]","[0.6390472054481506, 0.5814864039421082, -0.04528312757611275]","[0.6839806437492371, 0.5865199565887451, -0.009434456937015057]","[0.6388596296310425, 0.5828941464424133, -0.04794863238930702]","[0.6024868488311768, 0.5823431015014648, -0.05364573001861572]","[0.6237682700157166, 0.4075131118297577, 0.03577624261379242]","[0.6143446564674377, 0.6598933339118958, -0.04639524966478348]"
"[0.6651073098182678, 0.49181199073791504, 0.04093557223677635]","[0.691572368144989, 0.48635923862457275, 0.03705545887351036]","[0.7044052481651306, 0.486309677362442, 0.03945518285036087]","[0.7175065875053406, 0.48791924118995667, 0.044782720506191254]","[0.7359693646430969, 0.4938451945781708, 0.06391562521457672]","[0.717121422290802, 0.49704256653785706, 0.04463021084666252]","[0.7035211324691772, 0.49733152985572815, 0.038896575570106506]","[0.6900131106376648, 0.49639827013015747, 0.03671297803521156]","[0.5714738368988037, 0.4893895089626312, 0.0265689417719841]","[0.544041097164154, 0.4828967750072479, 0.01652924157679081]","[0.5312514305114746, 0.48252609372138977, 0.015554206445813179]","[0.5173441171646118, 0.48373347520828247, 0.017401263117790222]","[0.4951789081096649, 0.4887801706790924, 0.03176078200340271]","[0.5175642371177673, 0.49261873960494995, 0.017862102016806602]","[0.5320559740066528, 0.49339011311531067, 0.01525021716952324]","[0.5458813905715942, 0.49283573031425476, 0.01646561175584793]","[0.546092689037323, 0.584294319152832, -0.02704198658466339]","[0.6031323671340942, 0.5807612538337708, -0.050472330302000046]","[0.6394580602645874, 0.5813928842544556, -0.0452318973839283]","[0.6842939853668213, 0.5863348841667175, -0.009508003480732441]","[0.6393540501594543, 0.5827527642250061, -0.04791447892785072]","[0.6030997037887573, 0.5822315812110901, -0.05357491597533226]","[0.6235958933830261, 0.4075436592102051, 0.03562542796134949]","[0.6150528788566589, 0.6597694158554077, -0.046130068600177765]"
"[0.6651209592819214, 0.4918195903301239, 0.04107217118144035]","[0.6916450262069702, 0.4863685071468353, 0.037188101559877396]","[0.7045236229896545, 0.4863204061985016, 0.03960791975259781]","[0.7176560163497925, 0.4879305064678192, 0.044963642954826355]","[0.7361205816268921, 0.49384260177612305, 0.06417486071586609]","[0.717271625995636, 0.49706611037254333, 0.04482220485806465]","[0.7036504149436951, 0.4973621368408203, 0.03906213119626045]","[0.6901068687438965, 0.4964287579059601, 0.03685607388615608]","[0.5710754990577698, 0.4893997013568878, 0.02657565288245678]","[0.5435627102851868, 0.48290878534317017, 0.016473917290568352]","[0.5307190418243408, 0.48253318667411804, 0.015487652271986008]","[0.516757607460022, 0.4837326407432556, 0.017327653244137764]","[0.4945235252380371, 0.48876896500587463, 0.03172733634710312]","[0.5169785618782043, 0.4926503300666809, 0.01780078560113907]","[0.5315267443656921, 0.493427574634552, 0.015192924067378044]","[0.5454006791114807, 0.49286767840385437, 0.01642005145549774]","[0.545533299446106, 0.5845242142677307, -0.02715112827718258]","[0.6028987169265747, 0.5809428095817566, -0.05065014213323593]","[0.6393189430236816, 0.5815817713737488, -0.04535862058401108]","[0.6842072606086731, 0.5865806937217712, -0.009416390210390091]","[0.6391889452934265, 0.5830380320549011, -0.0479247123003006]","[0.6027767658233643, 0.5825119018554688, -0.05363385006785393]","[0.6235957145690918, 0.4075179100036621, 0.035648781806230545]","[0.6146590709686279, 0.659814715385437, -0.046027377247810364]"
"[0.6653019189834595, 0.49175825715065, 0.0408555269241333]","[0.6918140649795532, 0.4863424599170685, 0.03697118163108826]","[0.7046909332275391, 0.4863087236881256, 0.03941221535205841]","[0.7178075313568115, 0.48792925477027893, 0.04479174315929413]","[0.7362281084060669, 0.4938315153121948, 0.0640530213713646]","[0.7173628211021423, 0.49701645970344543, 0.04468700662255287]","[0.7037656903266907, 0.4972997009754181, 0.03891471400856972]","[0.690250813961029, 0.49636560678482056, 0.036691807210445404]","[0.57144695520401, 0.4892970621585846, 0.0261934082955122]","[0.5439837574958801, 0.482802152633667, 0.016019456088542938]","[0.5311452150344849, 0.4824182689189911, 0.015016612596809864]","[0.5171852707862854, 0.48361217975616455, 0.016843417659401894]","[0.49493756890296936, 0.4886215031147003, 0.031245101243257523]","[0.5174149870872498, 0.492489218711853, 0.01735367625951767]","[0.5319528579711914, 0.4932696521282196, 0.014759914018213749]","[0.5458124279975891, 0.49272778630256653, 0.016012443229556084]","[0.5459434986114502, 0.5843524932861328, -0.02693885564804077]","[0.6031856536865234, 0.5808109641075134, -0.050520945340394974]","[0.6396133899688721, 0.5814505219459534, -0.04515533521771431]","[0.6841866970062256, 0.586416482925415, -0.008970191702246666]","[0.6395081281661987, 0.5831543803215027, -0.04756538197398186]","[0.6030750274658203, 0.5826248526573181, -0.05335552990436554]","[0.6239917278289795, 0.4077131450176239, 0.03500303253531456]","[0.6148923635482788, 0.6596613526344299, -0.045100174844264984]"
"[0.6651046872138977, 0.4918050467967987, 0.04112056642770767]","[0.6916506290435791, 0.4863545596599579, 0.03720429167151451]","[0.7045573592185974, 0.4863091707229614, 0.039616093039512634]","[0.7177188396453857, 0.48792701959609985, 0.04496479406952858]","[0.7362202405929565, 0.4938523471355438, 0.06417355686426163]","[0.7173226475715637, 0.497061550617218, 0.04480588808655739]","[0.703694760799408, 0.49734756350517273, 0.03905604034662247]","[0.6901476979255676, 0.4964122176170349, 0.03686801716685295]","[0.5709664821624756, 0.4894135594367981, 0.026722675189375877]","[0.5434349775314331, 0.48291826248168945, 0.016647614538669586]","[0.5305628776550293, 0.48253658413887024, 0.015682335942983627]","[0.5165759325027466, 0.48373937606811523, 0.017542731016874313]","[0.49432072043418884, 0.4887809157371521, 0.03197576478123665]","[0.5167878270149231, 0.49265536665916443, 0.017976300790905952]","[0.5313358306884766, 0.4934265911579132, 0.01534979697316885]","[0.5452197790145874, 0.49287140369415283, 0.016562437638640404]","[0.5457795858383179, 0.5844649076461792, -0.027388012036681175]","[0.6028671860694885, 0.580762505531311, -0.05091729387640953]","[0.6391032934188843, 0.5813897848129272, -0.04567631706595421]","[0.6837353110313416, 0.586493194103241, -0.009790211915969849]","[0.6390306949615479, 0.5830323100090027, -0.04813655838370323]","[0.602714478969574, 0.5825058817863464, -0.05378701537847519]","[0.6236642003059387, 0.4077317714691162, 0.035977888852357864]","[0.6142459511756897, 0.6595385074615479, -0.0459323450922966]"
"[0.665016233921051, 0.49175024032592773, 0.04100928455591202]","[0.6916028261184692, 0.4862421154975891, 0.03709949925541878]","[0.7045127153396606, 0.48620912432670593, 0.039507798850536346]","[0.7176409959793091, 0.4878557622432709, 0.044864024966955185]","[0.7360193729400635, 0.4938291907310486, 0.06407345086336136]","[0.7171792984008789, 0.4970216751098633, 0.04471878707408905]","[0.703589916229248, 0.4973091781139374, 0.03896942362189293]","[0.6900573372840881, 0.4963730275630951, 0.03678291290998459]","[0.5712581276893616, 0.4893149137496948, 0.026568811386823654]","[0.5437330603599548, 0.4827141761779785, 0.016494901850819588]","[0.5308601260185242, 0.4823227822780609, 0.015519457869231701]","[0.516883909702301, 0.4835398197174072, 0.017368467524647713]","[0.49470824003219604, 0.48863470554351807, 0.031776126474142075]","[0.5171264410018921, 0.4925380051136017, 0.017801955342292786]","[0.5316489934921265, 0.4933187961578369, 0.015193657018244267]","[0.5455304384231567, 0.492768794298172, 0.016415096819400787]","[0.5461568832397461, 0.584550142288208, -0.027296679094433784]","[0.6031718850135803, 0.5808060169219971, -0.0507851168513298]","[0.639317512512207, 0.5814122557640076, -0.04553575441241264]","[0.6837682723999023, 0.5864729285240173, -0.009654245339334011]","[0.6392387747764587, 0.5831575393676758, -0.04792030528187752]","[0.6029759645462036, 0.5826501250267029, -0.053592126816511154]","[0.6239226460456848, 0.4078403413295746, 0.03575463220477104]","[0.614237904548645, 0.6595069766044617, -0.04556303098797798]"
"[0.6651367545127869, 0.49173033237457275, 0.04094793647527695]","[0.6917219758033752, 0.4862242043018341, 0.03699466586112976]","[0.704657793045044, 0.4861736595630646, 0.03939646854996681]","[0.7178308963775635, 0.48779094219207764, 0.04474774748086929]","[0.7363104820251465, 0.49371740221977234, 0.0639793872833252]","[0.7174201607704163, 0.4969499409198761, 0.044618114829063416]","[0.7037926912307739, 0.4972485601902008, 0.03887345641851425]","[0.6902273893356323, 0.49632367491722107, 0.03669680282473564]","[0.5710946917533875, 0.48941460251808167, 0.026608506217598915]","[0.5434906482696533, 0.4828842580318451, 0.01653122529387474]","[0.5305846929550171, 0.48250532150268555, 0.015573649667203426]","[0.5165770053863525, 0.48372453451156616, 0.017450399696826935]","[0.4943481385707855, 0.48880574107170105, 0.031918369233608246]","[0.5168421864509583, 0.492693156003952, 0.01789505034685135]","[0.5314054489135742, 0.493457168340683, 0.015265831723809242]","[0.5453128218650818, 0.4928930699825287, 0.016466721892356873]","[0.5459602475166321, 0.5846177339553833, -0.02718571573495865]","[0.6031504273414612, 0.580845832824707, -0.05086620897054672]","[0.6394174098968506, 0.581429123878479, -0.0456371046602726]","[0.6840028762817383, 0.5864725708961487, -0.009597796946763992]","[0.6393806338310242, 0.5832338929176331, -0.04795871302485466]","[0.602985143661499, 0.5827478170394897, -0.053603462874889374]","[0.6236523985862732, 0.407838374376297, 0.035621438175439835]","[0.614575982093811, 0.6595011949539185, -0.04540251940488815]"
"[0.6652410626411438, 0.4917977452278137, 0.04105422645807266]","[0.6918385028839111, 0.4863269329071045, 0.03714994713664055]","[0.7047535181045532, 0.48630088567733765, 0.03955335170030594]","[0.717876136302948, 0.48793748021125793, 0.044919222593307495]","[0.7362421154975891, 0.49387383460998535, 0.0641552209854126]","[0.7174250483512878, 0.4970680773258209, 0.04477747902274132]","[0.7038339972496033, 0.4973597526550293, 0.03902219980955124]","[0.6902896165847778, 0.49642419815063477, 0.036833569407463074]","[0.5715314149856567, 0.4893615245819092, 0.026579638943076134]","[0.5439749360084534, 0.48277801275253296, 0.016487613320350647]","[0.5310827493667603, 0.4823860824108124, 0.015500456094741821]","[0.5170962810516357, 0.48359328508377075, 0.017354855313897133]","[0.494906485080719, 0.48866432905197144, 0.03177675977349281]","[0.5173155069351196, 0.49258166551589966, 0.01779193989932537]","[0.5318451523780823, 0.49337032437324524, 0.015188846737146378]","[0.5457543730735779, 0.492824524641037, 0.016416428610682487]","[0.5461748838424683, 0.5846668481826782, -0.02731098048388958]","[0.603346586227417, 0.5809339880943298, -0.050794899463653564]","[0.6395113468170166, 0.581525444984436, -0.045524194836616516]","[0.6840537190437317, 0.586528480052948, -0.009606626816093922]","[0.6394559741020203, 0.5831876993179321, -0.047916147857904434]","[0.6031475067138672, 0.5826965570449829, -0.053620655089616776]","[0.6242302656173706, 0.40800249576568604, 0.03580692037940025]","[0.6143946051597595, 0.6594372391700745, -0.04565798118710518]"
"[0.6652156710624695, 0.4919506907463074, 0.041199248284101486]","[0.6918628811836243, 0.4865258038043976, 0.03727865219116211]","[0.7047900557518005, 0.48650288581848145, 0.03966587036848068]","[0.717944324016571, 0.48813536763191223, 0.04500111564993858]","[0.7364272475242615, 0.49407947063446045, 0.0642017051577568]","[0.7175598740577698, 0.4972624182701111, 0.044817421585321426]","[0.7039287090301514, 0.4975418448448181, 0.03908243030309677]","[0.6903474926948547, 0.4965958297252655, 0.03691579028964043]","[0.5713183283805847, 0.48950645327568054, 0.026948614045977592]","[0.5437570214271545, 0.4829798638820648, 0.016926070675253868]","[0.5308763980865479, 0.4825921952724457, 0.015980254858732224]","[0.5168994665145874, 0.4837920069694519, 0.017853396013379097]","[0.49466440081596375, 0.4888423681259155, 0.03231147304177284]","[0.5170393586158752, 0.49273237586021423, 0.018248751759529114]","[0.5315698981285095, 0.4935213327407837, 0.01560981199145317]","[0.5454844832420349, 0.49297448992729187, 0.016806872561573982]","[0.5456657409667969, 0.5846560597419739, -0.0273987278342247]","[0.6028876900672913, 0.5809152126312256, -0.051089443266391754]","[0.6392160654067993, 0.581536054611206, -0.04589897766709328]","[0.6840742230415344, 0.5866580009460449, -0.00997184682637453]","[0.6391596794128418, 0.5832819938659668, -0.04830850660800934]","[0.6027014851570129, 0.5827547907829285, -0.05392676219344139]","[0.624017059803009, 0.4080526828765869, 0.03650455176830292]","[0.6141801476478577, 0.6596309542655945, -0.046422626823186874]"
"[0.6653188467025757, 0.4919474124908447, 0.041096583008766174]","[0.6919780969619751, 0.4865163266658783, 0.03715803474187851]","[0.7048816680908203, 0.48649728298187256, 0.039525069296360016]","[0.7180073261260986, 0.48813992738723755, 0.04483848065137863]","[0.7364401817321777, 0.49409767985343933, 0.06399781256914139]","[0.7175993919372559, 0.4972667098045349, 0.04467140883207321]","[0.7039822340011597, 0.4975425601005554, 0.03894892334938049]","[0.6904072761535645, 0.49659109115600586, 0.03679342567920685]","[0.5716304779052734, 0.48947471380233765, 0.02696594037115574]","[0.5440909266471863, 0.4829346537590027, 0.01696811243891716]","[0.5312286615371704, 0.48254895210266113, 0.0160256065428257]","[0.5172814130783081, 0.4837523400783539, 0.017903750762343407]","[0.49510324001312256, 0.4887993335723877, 0.03235514461994171]","[0.5174398422241211, 0.49266940355300903, 0.018317339941859245]","[0.5319410562515259, 0.49346455931663513, 0.01566813513636589]","[0.5458389520645142, 0.49292370676994324, 0.016847575083374977]","[0.5458587408065796, 0.5845396518707275, -0.027291955426335335]","[0.6029656529426575, 0.5808960199356079, -0.050849780440330505]","[0.6391733884811401, 0.5815447568893433, -0.045712608844041824]","[0.6840693950653076, 0.5866549611091614, -0.010065156035125256]","[0.6390880346298218, 0.5831050276756287, -0.048220522701740265]","[0.6027650833129883, 0.5825514197349548, -0.053783927112817764]","[0.6242187023162842, 0.40812113881111145, 0.03635093569755554]","[0.6141572594642639, 0.6596615314483643, -0.046473924070596695]"
"[0.6651083827018738, 0.4920332729816437, 0.04132089018821716]","[0.6917741894721985, 0.48651108145713806, 0.03743134066462517]","[0.7046995162963867, 0.48647361993789673, 0.03980325162410736]","[0.717863917350769, 0.4881092607975006, 0.045128051191568375]","[0.7363339066505432, 0.49411648511886597, 0.06428366154432297]","[0.7174872159957886, 0.4973369538784027, 0.04491603001952171]","[0.7038477659225464, 0.4976232349872589, 0.03918338194489479]","[0.6902478337287903, 0.49667537212371826, 0.037018779665231705]","[0.5712804198265076, 0.48960962891578674, 0.027091704308986664]","[0.5436960458755493, 0.4830092191696167, 0.01710265874862671]","[0.5308040380477905, 0.48261889815330505, 0.01615297608077526]","[0.5168142318725586, 0.4838317632675171, 0.018015310168266296]","[0.49459531903266907, 0.4889453947544098, 0.03243110701441765]","[0.5169920921325684, 0.4928489029407501, 0.01839539222419262]","[0.5315226316452026, 0.4936354458332062, 0.015752023085951805]","[0.545443058013916, 0.4930841624736786, 0.01694568805396557]","[0.5454511046409607, 0.5846872329711914, -0.027378980070352554]","[0.6028671860694885, 0.5809853672981262, -0.05111076310276985]","[0.6392856240272522, 0.5816164612770081, -0.04593609273433685]","[0.6844267249107361, 0.5867403745651245, -0.010008756071329117]","[0.6392221450805664, 0.5832672715187073, -0.04847177118062973]","[0.6026777625083923, 0.5827306509017944, -0.05407627299427986]","[0.6237322092056274, 0.4082147479057312, 0.03674487769603729]","[0.6144574880599976, 0.6597467660903931, -0.04690277948975563]"
"[0.6653405427932739, 0.4920911192893982, 0.041282977908849716]","[0.6920143365859985, 0.4864938259124756, 0.03742436692118645]","[0.7049164772033691, 0.4864445924758911, 0.03979631885886192]","[0.7180533409118652, 0.4880848228931427, 0.04512866958975792]","[0.7364712357521057, 0.49412864446640015, 0.06426969170570374]","[0.7176623344421387, 0.49738171696662903, 0.04490504041314125]","[0.7040456533432007, 0.4976847171783447, 0.039173271507024765]","[0.690464437007904, 0.4967455267906189, 0.0370107963681221]","[0.5719197988510132, 0.48963338136672974, 0.026992784813046455]","[0.5444197654724121, 0.48290032148361206, 0.017023207619786263]","[0.5315751433372498, 0.4824881851673126, 0.016049833968281746]","[0.5176140666007996, 0.4836982786655426, 0.017908848822116852]","[0.4954253137111664, 0.488856703042984, 0.03229979798197746]","[0.5177141427993774, 0.49280881881713867, 0.018280597403645515]","[0.5322072505950928, 0.49362823367118835, 0.01565081626176834]","[0.5461102724075317, 0.49309900403022766, 0.01685280352830887]","[0.5458366870880127, 0.5846055746078491, -0.027229567989706993]","[0.6032490134239197, 0.5810120701789856, -0.050959862768650055]","[0.6397192478179932, 0.5816418528556824, -0.04577444866299629]","[0.6849387288093567, 0.5866430401802063, -0.009845584630966187]","[0.6396399736404419, 0.5831202268600464, -0.0484173484146595]","[0.6031309962272644, 0.5825890302658081, -0.05404165759682655]","[0.6242979168891907, 0.4080277979373932, 0.03659435361623764]","[0.614783763885498, 0.6596910357475281, -0.047096338123083115]"
"[0.6649938225746155, 0.4921135902404785, 0.04161529615521431]","[0.6916771531105042, 0.4865008294582367, 0.03780606389045715]","[0.7046085596084595, 0.4864538311958313, 0.04020201042294502]","[0.717767059803009, 0.48810458183288574, 0.04554542899131775]","[0.7361828088760376, 0.4941820800304413, 0.06468356400728226]","[0.7173589468002319, 0.49744516611099243, 0.04527736082673073]","[0.7037259340286255, 0.49773746728897095, 0.039521340280771255]","[0.690126359462738, 0.4967878758907318, 0.03734109550714493]","[0.5712498426437378, 0.48960766196250916, 0.027189040556550026]","[0.543738603591919, 0.4828800559043884, 0.01720963418483734]","[0.5308679342269897, 0.48246443271636963, 0.01622869446873665]","[0.5168720483779907, 0.483673095703125, 0.01805701106786728]","[0.4946226477622986, 0.4888380765914917, 0.032397784292697906]","[0.5170015096664429, 0.4928075969219208, 0.01839003711938858]","[0.5315266251564026, 0.49361249804496765, 0.015772435814142227]","[0.5454329252243042, 0.4930729269981384, 0.01700185239315033]","[0.5453177094459534, 0.5848376750946045, -0.02764781378209591]","[0.6028079390525818, 0.5810454487800598, -0.05134385824203491]","[0.639307975769043, 0.5816908478736877, -0.04610828682780266]","[0.6843647956848145, 0.586939811706543, -0.010031270794570446]","[0.6392090320587158, 0.5834276676177979, -0.048672303557395935]","[0.6026386022567749, 0.5828759074211121, -0.0543396882712841]","[0.6238885521888733, 0.40805476903915405, 0.037171367555856705]","[0.614285409450531, 0.6599835157394409, -0.04740682244300842]"
"[0.6651474237442017, 0.49199599027633667, 0.04090460017323494]","[0.6917826533317566, 0.4863058030605316, 0.037028901278972626]","[0.7047005891799927, 0.4862391948699951, 0.039413828402757645]","[0.7178453207015991, 0.48788559436798096, 0.044763315469026566]","[0.7361825704574585, 0.49397388100624084, 0.06390946358442307]","[0.7173746228218079, 0.4972655177116394, 0.04458002373576164]","[0.7037578821182251, 0.4975728988647461, 0.03884034603834152]","[0.6901893615722656, 0.49663811922073364, 0.036665838211774826]","[0.5716949701309204, 0.4895734190940857, 0.026559146121144295]","[0.5441522002220154, 0.48276910185813904, 0.01656489260494709]","[0.5312862396240234, 0.4823509156703949, 0.015588845126330853]","[0.5173119902610779, 0.48357996344566345, 0.017443394288420677]","[0.4951961934566498, 0.4887942373752594, 0.03182602673768997]","[0.5175471305847168, 0.492779940366745, 0.017866432666778564]","[0.5320578217506409, 0.49359166622161865, 0.015234718099236488]","[0.5459473133087158, 0.4930497109889984, 0.016446053981781006]","[0.5461053848266602, 0.5845848917961121, -0.026993686333298683]","[0.6032577157020569, 0.5810086727142334, -0.05057063326239586]","[0.6395523548126221, 0.581618070602417, -0.045379675924777985]","[0.6844027042388916, 0.5865592956542969, -0.009558090940117836]","[0.6394636034965515, 0.5831034183502197, -0.04794372245669365]","[0.6031513810157776, 0.5825915336608887, -0.05357026681303978]","[0.6240732669830322, 0.40797996520996094, 0.03550608828663826]","[0.6145800948143005, 0.659954845905304, -0.04591940715909004]"
